;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
1003;Braga (São José de São Lázaro e São João do Souto), Braga;170000.0;3.0;2.0;95.0;110.0;1.0;0.0;Not available;True;False;44.4;;False;True;False
1004;Centro, Aveiro;310000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1005;Centro, Aveiro;380000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1006;Centro, Aveiro;315000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1007;Centro, Aveiro;320000.0;4.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1008;Cova da Piedade, Almada;235000.0;3.0;1.0;70.0;82.0;0.0;;Not available;True;False;46.3;7.020425110686671;True;False;False
1012;Mem Martins, Sintra;185000.0;2.0;1.0;72.0;82.0;0.0;;Not available;True;False;43.7;11.885007122638577;False;False;False
1013;Queluz e Belas, Lisboa;385000.0;2.0;2.0;94.0;159.0;3.0;7.0;Energy Performance Certificate;False;True;44.8;7.315045668166374;True;True;False
1014;Costa da Caparica, Setúbal;279900.0;2.0;2.0;76.0;76.0;0.0;;Not available;True;False;46.6;;True;True;True
1015;Ponta Delgada (São Pedro), Ilha de São Miguel;695000.0;2.0;3.0;123.0;123.0;1.0;1.0;Not available;True;False;42.2;;False;False;False
1017;Vilamoura, Loulé;240000.0;1.0;1.0;63.0;70.0;1.0;2.0;Not available;True;False;46.9;;False;False;False
1019;Centro, Aveiro;435000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1020;Campo de Ourique, Lisboa;840000.0;3.0;2.0;100.0;132.0;1.0;1.0;Energy Performance Certificate;False;True;44.8;10.281507683662497;True;True;False
1021;Tavira, Tavira;169000.0;1.0;1.0;54.0;61.0;0.0;;Not available;True;False;51.2;79.19533607152272;False;False;True
1022;Senhora da Hora, Matosinhos;322500.0;3.0;2.0;118.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;47.5;4.018086816415378;True;False;False
1024;Costa da Caparica, Setúbal;268000.0;1.0;1.0;46.0;50.0;0.0;;Not available;True;False;46.6;;True;True;True
1026;Vilamoura, Loulé;225000.0;1.0;1.0;61.0;61.0;0.0;;Not available;True;False;46.9;;False;False;False
1027;Funchal (São Pedro), Ilha da Madeira;398000.0;3.0;2.0;100.0;106.0;0.0;;Not available;True;False;48.0;;False;True;False
1028;Trafaria, Almada;260000.0;2.0;1.0;58.0;63.0;0.0;;Not available;True;False;46.3;2.9314009547226467;True;False;False
1029;Ponta Delgada (São José), Ilha de São Miguel;230000.0;2.0;1.0;93.0;87.0;0.0;;Not available;True;False;42.2;;False;False;False
1030;Pontinha e Famões, Lisboa;139900.0;2.0;1.0;;;0.0;;Not available;True;True;44.8;;True;True;False
1031;Praia da Rocha, Portimão;180000.0;1.0;1.0;43.0;48.0;0.0;;Not available;True;False;45.5;;False;False;True
1032;Santa Marinha e São Pedro da Afurada, Porto;530000.0;3.0;3.0;128.0;158.0;2.0;;Not available;False;False;47.0;;True;True;True
1033;Santa Marta do Pinhal, Seixal;200000.0;2.0;1.0;91.0;91.0;0.0;;Not available;True;False;44.9;11.806414752230276;False;False;False
1034;Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;190000.0;2.0;1.0;65.0;65.0;0.0;;Not available;True;False;44.9;;True;True;False
1035;Costa Cabral, Porto;266500.0;3.0;2.0;88.0;98.0;0.0;;Not available;True;False;47.0;7.287323197969414;True;True;True
1036;Centro, Aveiro;365000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1037;Santa Apolónia, Bragança;138000.0;4.0;2.0;119.0;134.0;1.0;2.0;Not available;True;False;44.4;;False;True;False
1038;Olivais Sul, Lisboa;268000.0;2.0;1.0;70.0;70.0;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
1040;Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;196000.0;3.0;2.0;143.0;143.0;1.0;2.0;Energy Performance Certificate;False;False;45.5;;False;False;True
1041;Centro, Aveiro;465000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1042;Venda do Pinheiro, Mafra;220000.0;2.0;1.0;79.0;97.0;0.0;;Not available;True;False;43.8;22.1167942510554;False;False;False
1044;Canidelo, Vila Nova de Gaia;199000.0;2.0;2.0;120.0;128.0;1.0;1.0;Energy Performance Certificate;False;False;46.8;6.1107414726810445;True;True;False
1045;Centro, Aveiro;295000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1046;Porto, Porto;770000.0;3.0;3.0;178.0;189.0;2.0;1.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1047;Porto, Porto;700000.0;3.0;4.0;188.0;209.0;2.0;1.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1048;Centro, Aveiro;475000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1049;Porto, Porto;820000.0;4.0;5.0;232.0;330.0;3.0;0.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1050;Viseu, Viseu;165000.0;1.0;1.0;56.0;103.0;1.0;2.0;Not available;True;False;46.9;72.64347553776635;False;False;False
1051;Centro, Aveiro;300000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1052;Porto, Porto;600000.0;3.0;4.0;160.0;238.0;3.0;0.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1054;Santa Marinha e São Pedro da Afurada, Porto;650000.0;3.0;4.0;134.0;154.0;2.0;8.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1055;Centro, Aveiro;340000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1056;Praia, Póvoa de Varzim;285000.0;3.0;2.0;110.0;128.0;0.0;;Not available;True;False;45.8;;True;False;False
1057;Centro, Aveiro;290000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1058;Monte da Caparica, Almada;185000.0;2.0;1.0;90.0;115.0;1.0;0.0;Energy Performance Certificate;False;False;46.3;4.111276862592762;True;False;False
1059;Continente, Loulé;295000.0;3.0;3.0;101.0;101.0;0.0;;Not available;True;False;46.9;;False;False;False
1060;Centro, Aveiro;320000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1061;Centro, Aveiro;495000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1062;ANSIÃO, Ansião;96000.0;1.0;1.0;53.0;60.0;1.0;1.0;Not available;True;False;53.4;;False;False;False
1063;Centro, Aveiro;305000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1064;Santo Tirso, Santo Tirso;215000.0;3.0;3.0;158.0;158.0;0.0;;Not available;True;False;49.5;27.103255278413656;False;False;False
1065;Rio Tinto, Porto;219000.0;3.0;3.0;125.0;159.0;1.0;3.0;Energy Performance Certificate;False;False;47.0;9.7032781760626;True;True;True
1066;Celas, Coimbra;300000.0;4.0;2.0;108.0;135.0;1.0;0.0;Not available;True;False;48.3;40.12085130861075;False;True;False
1067;Paços de Ferreira, Porto;265000.0;3.0;2.0;144.0;190.0;2.0;2.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1068;Centro, Aveiro;345000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1069;Eiriz, Porto;175000.0;3.0;2.0;126.0;151.0;2.0;2.0;Not available;True;False;47.0;29.57594050794217;True;True;True
1070;Monte Gordo, Faro;195000.0;0.0;1.0;53.0;53.0;0.0;;Not available;True;False;45.7;96.58586629883452;False;False;True
1071;Centro, Aveiro;295000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1072;Celas, Coimbra;150000.0;1.0;1.0;45.0;54.0;0.0;;Not available;True;False;48.3;40.12085130861075;False;True;False
1073;Boavista, Porto;730000.0;4.0;3.0;193.0;;0.0;;Not available;True;False;47.0;4.196457361249636;True;True;True
1074;Parque das Nações - Expo Norte, Lisboa;499900.0;2.0;2.0;77.0;77.0;1.0;3.0;Energy Performance Certificate;False;True;44.8;;True;True;False
1075;Centro, Aveiro;345000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1076;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195000.0;3.0;2.0;128.0;128.0;2.0;1.0;Not available;True;False;52.8;;False;False;False
1077;Sítio de Sao Pedro/ Alto do Cano, Tavira;765000.0;3.0;2.0;103.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;51.2;;False;False;True
1078;Centro, Aveiro;500000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1079;Ermesinde, Porto;158000.0;2.0;2.0;79.0;96.0;1.0;3.0;Not available;True;False;47.0;12.607343989226592;True;True;True
1080;Aos Arneiros, Lisboa;375000.0;2.0;1.0;70.0;76.0;0.0;;Not available;True;True;44.8;27.39423238165133;True;True;False
1081;Aos Arneiros, Lisboa;375000.0;2.0;1.0;70.0;76.0;0.0;;Not available;True;True;44.8;27.39423238165133;True;True;False
1082;Massamá e Monte Abraão, Lisboa;322500.0;3.0;2.0;125.0;157.0;1.0;;Not available;True;True;44.8;;True;True;False
1083;Almancil Centro, Loulé;330000.0;3.0;3.0;103.0;128.0;1.0;2.0;Not available;False;False;46.9;;False;False;False
1085;Aeroporto, Maia;226750.0;2.0;2.0;96.0;96.0;1.0;2.0;Energy Performance Certificate;False;False;45.5;9.575995446195106;False;False;False
1086;Centro, Aveiro;335000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1087;Vila Nova de Milfontes, Beja;195000.0;1.0;1.0;70.0;70.0;0.0;;Not available;True;False;46.5;86.92996267264743;False;False;False
1088;Centro, Aveiro;385000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1089;Apúlia, Esposende;215000.0;2.0;2.0;93.0;125.0;2.0;1.0;Not available;True;False;45.3;;False;False;False
1090;Centro, Aveiro;325000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1091;Sto. Ovídio, Vila Nova de Gaia;215000.0;2.0;2.0;81.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;46.8;;True;True;False
1092;Marvila, Lisboa;365000.0;3.0;2.0;97.0;97.0;0.0;;Not available;True;True;44.8;15.532421029518922;True;True;False
1093;Olivais Sul, Lisboa;240000.0;2.0;1.0;55.0;55.0;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
1094;Centro, Aveiro;350000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1095;Fonte Nova, Lisboa;197000.0;1.0;1.0;36.0;39.0;0.0;0.0;Not available;True;True;44.8;10.48389069481756;True;True;False
1096;Abraveses, Viseu;160000.0;3.0;2.0;131.0;179.0;1.0;3.0;Energy Performance Certificate;False;False;46.9;70.60051599582494;False;False;False
1097;Olivais Norte, Lisboa;320000.0;3.0;1.0;70.0;70.0;0.0;;Not available;True;True;44.8;17.349769339972053;True;True;False
1098;Olivais, Coimbra;220000.0;3.0;2.0;142.0;150.0;0.0;;Not available;True;False;48.3;40.67257608086139;False;True;False
1099;Santo Tirso, Santo Tirso;153000.0;3.0;2.0;101.0;101.0;1.0;1.0;Not available;True;False;49.5;27.103255278413656;False;False;False
1100;Oliveira do Douro, Porto;187500.0;3.0;2.0;101.0;122.0;1.0;1.0;Not available;True;False;47.0;7.42056882378263;True;True;True
1101;Eiras e São Paulo de Frades, Coimbra;215000.0;3.0;2.0;92.0;106.0;2.0;2.0;Energy Performance Certificate;False;False;48.3;;False;True;False
1102;Conceição e Cabanas de Tavira, Faro;175000.0;0.0;1.0;34.0;34.0;1.0;1.0;Not available;True;False;45.7;;False;False;True
1103;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;450000.0;3.0;2.0;98.0;119.0;1.0;0.0;Energy Performance Certificate;False;True;44.8;;True;True;False
1104;Mafamude e Vilar do Paraíso, Porto;189000.0;3.0;2.0;112.0;133.0;1.0;4.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1105;Pedra Mourinha, Portimão;270000.0;3.0;2.0;105.0;123.0;1.0;1.0;Energy Performance Certificate;False;False;45.5;;False;False;True
1106;Oliveira do Douro, Porto;165000.0;3.0;2.0;110.0;148.0;1.0;2.0;Not available;True;False;47.0;7.42056882378263;True;True;True
1107;Centro, Aveiro;520000.0;3.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1108;Centro, Aveiro;335000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1109;Canidelo, Porto;240000.0;2.0;2.0;83.0;110.0;1.0;3.0;Energy Performance Certificate;False;False;47.0;3.964557675534072;True;True;True
1110;Celas, Coimbra;240000.0;3.0;2.0;78.0;105.0;1.0;0.0;Not available;True;False;48.3;40.12085130861075;False;True;False
1111;Águas Santas, Porto;175000.0;3.0;2.0;100.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1112;Santa Apolónia, Coimbra;250000.0;6.0;3.0;138.0;229.0;6.0;1.0;Not available;True;False;48.3;;False;True;False
1113;Baleal, Peniche;395000.0;3.0;3.0;152.0;214.0;2.0;3.0;Energy Performance Certificate;False;False;47.9;5.810706297955714;False;False;True
1114;Centro, Aveiro;375000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1115;Centro, Aveiro;355000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1116;Centro, Aveiro;335000.0;2.0;1.0;;;0.0;;Not available;True;False;45.5;40.78765854138641;False;False;True
1117;Cacém e São Marcos, Lisboa;249000.0;3.0;2.0;89.0;95.0;1.0;7.0;Energy Performance Certificate;False;True;44.8;;True;True;False
1118;Canidelo, Porto;265000.0;3.0;2.0;106.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;47.0;3.964557675534072;True;True;True
1119;Areia Branca, Lourinhã;792000.0;4.0;3.0;107.0;176.0;1.0;0.0;Not available;True;False;47.1;;False;False;False
1122;Sé, Santa Maria e Meixedo, Bragança;230000.0;5.0;5.0;206.0;110.0;2.0;4.0;Not available;False;False;44.4;;False;True;False
1123;À Av. Uruguai, Lisboa;338000.0;2.0;1.0;65.0;81.0;0.0;;Not available;True;True;44.8;;True;True;False
1124;Vila Nova Caparica, Almada;289000.0;3.0;2.0;96.0;128.0;0.0;1.0;Energy Performance Certificate;False;False;46.3;2.8952081637842384;True;False;False
1126;Garajau, Santa Cruz;183000.0;1.0;1.0;68.0;82.0;1.0;0.0;Energy Performance Certificate;False;False;43.7;8950.510465797768;False;False;False
1128;Moreira, Porto;198900.0;1.0;2.0;56.0;59.0;1.0;;Not available;True;False;47.0;10.810954509844974;True;True;True
1129;Santa Marinha e São Pedro da Afurada, Porto;179000.0;0.0;1.0;;;0.0;;Not available;True;False;47.0;;True;True;True
1130;Arca d´ Água, Porto;233000.0;1.0;1.0;;;0.0;;Not available;True;False;47.0;;True;True;True
1131;Valongo, Valongo;230000.0;3.0;2.0;90.0;185.0;1.0;4.0;Energy Performance Certificate;False;False;45.1;15.317228097109272;False;False;False
1133;Algueirão-Mem Martins, Lisboa;190000.0;3.0;2.0;70.0;100.0;1.0;3.0;Not available;True;True;44.8;;True;True;False
1134;OVAR Centro, Ovar;135000.0;2.0;1.0;70.0;73.0;0.0;;Not available;True;False;47.1;16.459914214864654;False;False;False
1135;Baleal, Peniche;280000.0;2.0;1.0;86.0;102.0;0.0;;Not available;True;False;47.9;5.810706297955714;False;False;True
1136;À Av. Uruguai, Lisboa;399900.0;3.0;2.0;85.0;91.0;0.0;;Not available;True;True;44.8;;True;True;False
1137;Valongo, Porto;165000.0;2.0;1.0;78.0;83.0;1.0;2.0;Not available;True;False;47.0;15.317228097109272;True;True;True
1139;GAIA Madalena, Vila Nova de Gaia;335000.0;3.0;3.0;107.0;107.0;2.0;2.0;Energy Performance Certificate;False;False;46.8;5.846423726220258;True;True;False
1141;Qta do Marquês, Oeiras;460000.0;3.0;2.0;93.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;46.5;;False;False;False
1142;Antas, Porto;210000.0;2.0;2.0;101.0;129.0;1.0;2.0;Not available;True;False;47.0;7.2903817058845535;True;True;True
1143;Senhora da Hora, Matosinhos;230000.0;3.0;2.0;92.0;92.0;0.0;;Not available;True;False;47.5;4.018086816415378;True;False;False
1144;Ramalde, Porto;189000.0;3.0;1.0;85.0;85.0;0.0;0.0;Not available;True;False;47.0;3.872775852424896;True;True;True
1145;Olivais, Lisboa;249000.0;2.0;1.0;72.0;72.0;0.0;;Not available;True;True;44.8;16.354114399684835;True;True;False
1146;Antas, Porto;590000.0;3.0;3.0;165.0;197.0;2.0;1.0;Energy Performance Certificate;False;False;47.0;7.2903817058845535;True;True;True
1147;Miratejo, Seixal;159000.0;2.0;1.0;63.0;72.0;0.0;;Not available;True;False;51.2;11.806414752230276;False;False;False
1148;Bairro das Amendoeiras, Lisboa;250000.0;3.0;1.0;92.0;92.0;0.0;;Not available;True;True;44.8;15.93277100290305;True;True;False
1150;Rio Tinto - Areosa, Gondomar;139500.0;2.0;1.0;80.0;85.0;0.0;;Not available;True;False;47.1;8.038107064515051;True;False;False
1151;Lamego (Almacave e Sé), Viseu;215000.0;4.0;3.0;131.0;165.0;1.0;0.0;Energy Performance Certificate;False;False;51.5;;False;False;False
1152;Damaia de Cima, Amadora;255000.0;2.0;2.0;93.0;98.0;0.0;;Not available;True;False;44.1;8.04128418433145;True;True;False
1153;Damaia de Cima, Amadora;255000.0;2.0;2.0;93.0;98.0;0.0;;Not available;True;False;44.1;8.04128418433145;True;True;False
1154;Damaia de Cima, Amadora;255000.0;3.0;2.0;85.0;90.0;0.0;;Not available;True;False;44.1;8.04128418433145;True;True;False
1155;Paços de Ferreira, Porto;250000.0;3.0;3.0;133.0;148.0;2.0;2.0;Not available;True;False;47.0;;True;True;True
1156;Bragaparque, Braga;229900.0;3.0;2.0;104.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;44.4;31.40105398681912;False;True;False
1157;Avenidas Novas, Lisboa;345000.0;0.0;1.0;43.0;54.0;1.0;2.0;Energy Performance Certificate;False;True;44.8;13.13200174110294;True;True;False
1158;Mafamude e Vilar do Paraíso, Porto;263000.0;3.0;2.0;85.0;100.0;1.0;1.0;Not available;True;False;47.0;;True;True;True
1159;QUINTA DA FÁBRICA DA PÓLVORA, Seixal;352500.0;3.0;2.0;107.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;44.9;;False;False;False
1160;Mafamude e Vilar do Paraíso, Porto;495000.0;5.0;3.0;218.0;233.0;2.0;1.0;Not available;True;False;47.0;;True;True;True
1162;Vermoeira, Mafra;284000.0;5.0;3.0;144.0;245.0;2.0;1.0;Not available;True;False;43.8;23.45638477199256;False;False;False
1163;Santa Marinha e São Pedro da Afurada, Porto;690000.0;3.0;3.0;222.0;295.0;3.0;10.0;Energy Performance Certificate;False;False;47.0;;True;True;True
1164;Vila Nova de Gaia, Vila Nova de Gaia;190000.0;1.0;1.0;61.0;90.0;1.0;1.0;Energy Performance Certificate;False;False;46.8;6.1107414726810445;True;True;False
1165;Caniço, Ilha da Madeira;298000.0;3.0;2.0;124.0;170.0;2.0;1.0;Not available;True;False;;;False;False;False
1166;Peniche, Peniche;149500.0;2.0;1.0;65.0;95.0;1.0;1.0;Not available;True;False;47.9;4.690487960994953;False;False;True
1167;Caniço de Baixo, Santa Cruz;345000.0;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;43.7;;False;False;False
1168;Celas, Coimbra;420000.0;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;48.3;40.12085130861075;False;True;False
1169;Caniço de Baixo, Santa Cruz;345000.0;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;43.7;;False;False;False
1170;Celas, Coimbra;420000.0;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;48.3;40.12085130861075;False;True;False
1171;Valongo, Porto;382000.0;3.0;3.0;138.0;138.0;2.0;5.0;Energy Performance Certificate;False;False;47.0;15.317228097109272;True;True;True
1172;Sé, Santa Maria e Meixedo, Bragança;89000.0;2.0;1.0;;;0.0;;Not available;True;False;44.4;;False;True;False
1173;Avenidas Novas, Lisboa;840000.0;3.0;3.0;183.0;183.0;2.0;5.0;Not available;True;True;44.8;13.13200174110294;True;True;False
1174;Quarteira, Faro;260000.0;1.0;1.0;77.0;92.0;1.0;1.0;Not available;True;False;45.7;38.86920377587499;False;False;True
1175;Portimão, Faro;355000.0;2.0;2.0;95.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;45.7;;False;False;True
1176;Corujeira, Porto;288900.0;1.0;1.0;48.0;56.0;1.0;5.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1177;Corujeira, Porto;255900.0;1.0;1.0;45.0;53.0;1.0;5.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1178;SJM 4, São João da Madeira;290000.0;3.0;3.0;139.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;47.0;;False;False;False
1179;Sé, Santa Maria e Meixedo, Bragança;139000.0;3.0;2.0;;;0.0;;Not available;True;False;44.4;;False;True;False
1180;Portela, Loures;350000.0;3.0;2.0;125.0;125.0;1.0;6.0;Not available;True;False;44.6;18.37903601415385;False;False;False
1181;Imaculado Coração de Maria, Ilha da Madeira;305000.0;1.0;1.0;44.0;52.0;1.0;6.0;Not available;True;False;;;False;False;False
1182;Loures, Loures;264000.0;2.0;1.0;97.0;97.0;1.0;3.0;Energy Performance Certificate;False;False;44.6;18.34297673814834;False;False;False
1183;Lumiar, Lisboa;549000.0;3.0;3.0;135.0;135.0;1.0;4.0;Not available;True;True;44.8;13.776681240787086;True;True;False
1184;Corujeira, Porto;288000.0;1.0;1.0;48.0;56.0;1.0;2.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1185;Madragoa, Lisboa, Lisboa;225000.0;1.0;1.0;26.0;26.0;0.0;;Not available;True;True;44.8;11.879567368245146;True;True;False
1186;Corujeira, Porto;255255.0;1.0;1.0;45.0;53.0;1.0;2.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1187;Campanhã, Porto;394000.0;2.0;2.0;71.0;83.0;1.0;2.0;Not available;False;False;47.0;;True;True;True
1188;Areeiro, Lisboa;330000.0;4.0;2.0;109.0;109.0;0.0;;Not available;True;True;44.8;14.051324664085923;True;True;False
1189;Corujeira, Porto;402000.0;2.0;2.0;66.0;78.0;1.0;2.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1190;Valpaços e Sanfins, Vila Real;103000.0;3.0;2.0;80.0;95.0;0.0;;Not available;True;False;59.8;;False;False;False
1191;Corujeira, Porto;272500.0;1.0;1.0;48.0;56.0;1.0;1.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1192;Olivais Sul, Lisboa;550000.0;5.0;2.0;165.0;165.0;0.0;;Not available;True;True;44.8;16.764544907684343;True;True;False
1193;Corujeira, Porto;255000.0;1.0;1.0;46.0;53.0;1.0;1.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1194;Corujeira, Porto;390000.0;2.0;2.0;71.0;83.0;1.0;1.0;Not available;False;False;47.0;7.664202598069662;True;True;True
1195;Recardães e Espinhel, Aveiro;170000.0;3.0;2.0;130.0;139.0;0.0;;Not available;True;False;45.5;;False;False;True
1196;Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;140000.0;3.0;2.0;100.0;100.0;0.0;;Not available;True;False;48.3;;False;False;False
1197;Feijó, Almada;199500.0;2.0;1.0;75.0;85.0;0.0;;Not available;True;False;46.3;;True;False;False
1198;Areeiro, Lisboa;210000.0;1.0;1.0;35.0;37.0;0.0;;Not available;True;True;44.8;14.051324664085923;True;True;False
1199;Casa Branca, Funchal;200000.0;1.0;1.0;66.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;48.0;912.6744738228882;False;True;False
1200;Monserrate, Viana do Castelo;199000.0;3.0;2.0;121.0;121.0;1.0;0.0;Energy Performance Certificate;False;False;48.8;0.0;False;False;True
1202;Monte Verde, Tavira;195000.0;1.0;1.0;46.0;63.0;1.0;2.0;Not available;True;False;51.2;79.19533607152272;False;False;True
1203;Serra de Carnaxide, Oeiras;480000.0;3.0;2.0;107.0;115.0;2.0;1.0;Energy Performance Certificate;False;False;46.5;5.610197989984755;False;False;False
1204;Vila Nova de Famalicão e Calendário, Braga;188500.0;3.0;3.0;128.0;128.0;0.0;;Not available;True;False;44.4;;False;True;False
1205;Águas Belas, Santarém;107000.0;1.0;1.0;53.0;56.0;1.0;;Not available;True;False;48.3;;False;False;False
1207;S. Miguel, Ovar;105000.0;0.0;1.0;32.0;32.0;1.0;0.0;Not available;True;False;47.1;16.459914214864654;False;False;False
1208;Arca d´ Água, Porto;330000.0;3.0;3.0;136.0;145.0;0.0;;Not available;True;False;47.0;;True;True;True
1209;Lumiar, Lisboa;298000.0;2.0;1.0;114.0;114.0;1.0;9.0;Not available;True;True;44.8;13.776681240787086;True;True;False
1210;Sesmarias, Portimão;377500.0;2.0;2.0;101.0;119.0;2.0;2.0;Energy Performance Certificate;False;False;45.5;;False;False;True
1211;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;120000.0;2.0;1.0;70.0;70.0;0.0;;Not available;True;False;52.8;;False;False;False
1212;Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;175000.0;1.0;1.0;47.0;56.0;1.0;2.0;Energy Performance Certificate;False;False;46.3;;False;True;False
1213;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;119000.0;2.0;1.0;80.0;80.0;0.0;;Not available;True;False;52.8;;False;False;False
1214;Nogueira, Fraião e Lamaçães, Braga;460000.0;6.0;3.0;240.0;296.0;2.0;1.0;Not available;True;False;44.4;;False;True;False
1215;Caparica, Almada;345000.0;3.0;2.0;99.0;102.0;1.0;2.0;Not available;True;False;46.3;3.146367539271532;True;False;False
1216;Faro (Sé e São Pedro), Faro;210000.0;2.0;1.0;70.0;97.0;0.0;;Not available;True;False;45.7;;False;False;True
1217;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;410000.0;2.0;2.0;120.0;134.0;0.0;;Not available;True;True;44.8;;True;True;False
1218;Camarate, Unhos e Apelação, Lisboa;55000.0;4.0;2.0;75.0;75.0;0.0;;Not available;True;True;44.8;;True;True;False
1219;Real, Ataíde e Oliveira, Porto;169000.0;3.0;2.0;123.0;123.0;3.0;2.0;Not available;True;False;47.0;;True;True;True
1220;Pinhal Novo, Setúbal;175800.0;2.0;1.0;88.0;94.0;0.0;;Not available;True;False;46.6;;True;True;False
1221;Gondomar (São Cosme), Valbom e Jovim, Porto;245000.0;2.0;2.0;103.0;137.0;2.0;;Not available;True;False;47.1;;True;True;True
1222;Gondomar (São Cosme), Valbom e Jovim, Porto;367500.0;4.0;3.0;135.0;159.0;2.0;2.0;Not available;True;False;47.1;;True;True;True
1223;Gondomar (São Cosme), Valbom e Jovim, Porto;310000.0;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;47.1;;True;True;True
1224;Gondomar (São Cosme), Valbom e Jovim, Porto;310000.0;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;47.1;;True;True;True
