Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Median Age;Distance To Ocean;Metropolitan Areas;Large cities;Coastal Locations
Vila Real de Santo António, Vila Real de Santo António;157.500;1.0;1.0;45.0;54.0;;;Not available;True;False;48,5;;False;False;False
Cascais e Estoril, Lisboa;520.000;3.0;2.0;98.0;99.0;;;Not available;True;True;46,9;0.0;True;True;True
Centro, Aveiro;481.280;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;388.800;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;389.280;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;404.640;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Charneca de Caparica e Sobreda, Setúbal;365.000;2.0;2.0;100.0;86.0;0.0;1.0;Not available;True;False;46,6;;True;True;False
Paços de Ferreira, Porto;212.000;;;;;;6.0;Not available;False;False;47;;True;True;True
Centro, Aveiro;465.120;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Cruz de Pau, Seixal;149.900;2.0;2.0;85.0;85.0;;;Not available;True;False;44,9;11.806414752230276;False;False;False
Centro de Carnaxide, Oeiras;285.000;2.0;1.0;90.0;96.0;;;Not available;True;False;46,5;5.610197989984755;False;False;False
Centro, Aveiro;500.640;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;351.360;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;486.280;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;394.280;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;409.640;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;470.120;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;275.000;1.0;1.0;34.0;34.0;1.0;1.0;Not available;True;False;47;;True;True;True
Bairro Norton de Matos, Coimbra;189.000;2.0;1.0;64.0;110.0;;;Not available;True;False;48,3;40.38136760404189;False;True;False
Centro, Aveiro;475.400;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Chainça, Abrantes;137.500;3.0;2.0;103.0;103.0;;;Not available;True;False;53,4;;False;False;False
Armação de Pêra, Silves;240.000;2.0;1.0;43.0;57.0;1.0;3.0;Energy Performance Certificate;False;False;47,1;;False;False;True
Centro, Aveiro;491.280;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;398.800;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;399.280;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Vilamoura, Loulé;20.600;1.0;1.0;57.0;74.0;;;Not available;True;False;46,9;;False;False;False
Centro, Aveiro;414.640;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;475.120;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;498.160;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;496.280;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;403.800;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;404.280;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;419.640;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Vilamoura, Loulé;20.600;1.0;1.0;57.0;74.0;0.0;3.0;Not available;True;False;46,9;;False;False;False
Centro, Aveiro;480.120;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Aos Arneiros, Lisboa;450.000;4.0;1.0;100.0;110.0;;;Not available;True;True;44,8;27.39423238165133;True;True;False
Centro, Aveiro;496.120;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Monte Abraão, Sintra;150.000;2.0;1.0;61.0;71.0;;;Not available;True;False;43,7;;False;False;False
Centro, Aveiro;501.280;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Aos Arneiros, Lisboa;450.000;4.0;1.0;100.0;110.0;;;Not available;True;True;44,8;27.39423238165133;True;True;False
Centro, Aveiro;408.800;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Lordelo, Porto;185.000;2.0;2.0;93.0;110.0;1.0;2.0;Energy Performance Certificate;False;False;47;23.063582630597043;True;True;True
Centro, Aveiro;409.280;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Cova da Piedade, Almada;265.000;3.0;2.0;91.0;101.0;;;Not available;True;False;46,3;7.020425110686671;True;False;False
Centro, Aveiro;485.120;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;506.280;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Aos Arneiros, Lisboa;260.000;1.0;1.0;48.0;52.0;;;Not available;True;True;44,8;27.39423238165133;True;True;False
Centro, Aveiro;413.800;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Pêra, Silves;187.000;2.0;1.0;59.0;75.0;0.0;1.0;Not available;True;False;47,1;;False;False;False
Olaias, Lisboa;245.000;2.0;1.0;66.0;77.0;;;Not available;True;True;44,8;14.242667463776488;True;True;False
Centro, Aveiro;449.640;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Agualva e Mira-Sintra, Lisboa;220.000;4.0;2.0;120.0;130.0;;;Not available;True;True;51,2;8.389125701920866;True;True;False
Centro, Aveiro;586.760;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;365.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;300.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;375.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;305.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;310.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Braga (São José de São Lázaro e São João do Souto), Braga;170.000;3.0;2.0;95.0;110.0;1.0;0.0;Not available;True;False;44,4;;False;True;False
Centro, Aveiro;310.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;380.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;315.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;320.000;4.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Cova da Piedade, Almada;235.000;3.0;1.0;70.0;82.0;;;Not available;True;False;46,3;7.020425110686671;True;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;127.0;145.0;1.0;0.0;Not available;True;False;49,6;;False;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;2.0;2.0;107.0;125.0;1.0;0.0;Not available;True;False;49,6;;False;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;100.0;149.0;1.0;1.0;Not available;True;False;49,6;;False;False;False
Mem Martins, Sintra;185.000;2.0;1.0;72.0;82.0;;;Not available;True;False;43,7;11.885007122638577;False;False;False
Queluz e Belas, Lisboa;385.000;2.0;2.0;94.0;159.0;3.0;7.0;Energy Performance Certificate;False;True;44,8;7.315045668166374;True;True;False
Costa da Caparica, Setúbal;279.900;2.0;2.0;76.0;76.0;;;Not available;True;False;46,6;;True;True;True
Ponta Delgada (São Pedro), Ilha de São Miguel;695.000;2.0;3.0;123.0;123.0;1.0;1.0;Not available;True;False;42,2;;False;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;119.0;131.0;1.0;0.0;Not available;True;False;49,6;;False;False;False
Vilamoura, Loulé;240.000;1.0;1.0;63.0;70.0;1.0;2.0;Not available;True;False;46,9;;False;False;False
Ramalde, Porto;Under Consultation;4.0;4.0;232.0;232.0;2.0;5.0;Not available;True;False;47;3.872775852424896;True;True;True
Centro, Aveiro;435.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Campo de Ourique, Lisboa;840.000;3.0;2.0;100.0;132.0;1.0;1.0;Energy Performance Certificate;False;True;44,8;10.281507683662497;True;True;False
Tavira, Tavira;169.000;1.0;1.0;54.0;61.0;;;Not available;True;False;51,2;79.19533607152272;False;False;True
Senhora da Hora, Matosinhos;322.500;3.0;2.0;118.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;47,5;4.018086816415378;True;False;False
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;100.0;149.0;1.0;0.0;Not available;True;False;49,6;;False;False;False
Costa da Caparica, Setúbal;268.000;1.0;1.0;46.0;50.0;;;Not available;True;False;46,6;;True;True;True
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;2.0;2.0;107.0;125.0;1.0;1.0;Not available;True;False;49,6;;False;False;False
Vilamoura, Loulé;225.000;1.0;1.0;61.0;61.0;;;Not available;True;False;46,9;;False;False;False
Funchal (São Pedro), Ilha da Madeira;398.000;3.0;2.0;100.0;106.0;;;Not available;True;False;48;;False;True;False
Trafaria, Almada;260.000;2.0;1.0;58.0;63.0;;;Not available;True;False;46,3;2.9314009547226467;True;False;False
Ponta Delgada (São José), Ilha de São Miguel;230.000;2.0;1.0;93.0;87.0;;;Not available;True;False;42,2;;False;False;False
Pontinha e Famões, Lisboa;139.900;2.0;;;;;;Not available;True;True;44,8;;True;True;False
Praia da Rocha, Portimão;180.000;1.0;1.0;43.0;48.0;;;Not available;True;False;45,5;;False;False;True
Santa Marinha e São Pedro da Afurada, Porto;530.000;3.0;3.0;128.0;158.0;2.0;;Not available;False;False;47;;True;True;True
Santa Marta do Pinhal, Seixal;200.000;2.0;1.0;91.0;91.0;;;Not available;True;False;44,9;11.806414752230276;False;False;False
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;190.000;2.0;1.0;65.0;65.0;;;Not available;True;False;44,9;;True;True;False
Costa Cabral, Porto;266.500;3.0;2.0;88.0;98.0;;;Not available;True;False;47;7.287323197969414;True;True;True
Centro, Aveiro;365.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Santa Apolónia, Bragança;138.000;4.0;2.0;119.0;134.0;1.0;2.0;Not available;True;False;44,4;;False;True;False
Olivais Sul, Lisboa;268.000;2.0;1.0;70.0;70.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Mina de Água, Lisboa;Under Consultation;2.0;;;;;;Not available;True;True;44,8;;True;True;False
Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;196.000;3.0;2.0;143.0;143.0;1.0;2.0;Energy Performance Certificate;False;False;45,5;;False;False;True
Centro, Aveiro;465.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Venda do Pinheiro, Mafra;220.000;2.0;1.0;79.0;97.0;;;Not available;True;False;43,8;22.1167942510554;False;False;False
Porto, Porto;1.250.000;4.0;5.0;257.0;471.0;3.0;5.0;Not available;True;False;47;3.872775852424896;True;True;True
Canidelo, Vila Nova de Gaia;199.000;2.0;2.0;120.0;128.0;1.0;1.0;Energy Performance Certificate;False;False;46,8;6.1107414726810445;True;True;False
Centro, Aveiro;295.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Porto, Porto;770.000;3.0;3.0;178.0;189.0;2.0;1.0;Not available;True;False;47;3.872775852424896;True;True;True
Porto, Porto;700.000;3.0;4.0;188.0;209.0;2.0;1.0;Not available;True;False;47;3.872775852424896;True;True;True
Centro, Aveiro;475.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Porto, Porto;820.000;4.0;5.0;232.0;330.0;3.0;0.0;Not available;True;False;47;3.872775852424896;True;True;True
Viseu, Viseu;165.000;1.0;1.0;56.0;103.0;1.0;2.0;Not available;True;False;46,9;72.64347553776635;False;False;False
Centro, Aveiro;300.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Porto, Porto;600.000;3.0;4.0;160.0;238.0;3.0;0.0;Not available;True;False;47;3.872775852424896;True;True;True
Samora Correia, Benavente;Under Consultation;3.0;2.0;176.0;;;;Not available;True;False;44,2;43.33075519954787;False;False;False
Santa Marinha e São Pedro da Afurada, Porto;650.000;3.0;4.0;134.0;154.0;2.0;8.0;Energy Performance Certificate;False;False;47;;True;True;True
Centro, Aveiro;340.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Praia, Póvoa de Varzim;285.000;3.0;2.0;110.0;128.0;;;Not available;True;False;45,8;;True;False;False
Centro, Aveiro;290.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Monte da Caparica, Almada;185.000;2.0;1.0;90.0;115.0;1.0;0.0;Energy Performance Certificate;False;False;46,3;4.111276862592762;True;False;False
Continente, Loulé;295.000;3.0;3.0;101.0;101.0;;;Not available;True;False;46,9;;False;False;False
Centro, Aveiro;320.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;495.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
ANSIÃO, Ansião;96.000;1.0;1.0;53.0;60.0;1.0;1.0;Not available;True;False;53,4;;False;False;False
Centro, Aveiro;305.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Santo Tirso, Santo Tirso;215.000;3.0;3.0;158.0;158.0;;;Not available;True;False;49,5;27.103255278413656;False;False;False
Rio Tinto, Porto;219.000;3.0;3.0;125.0;159.0;1.0;3.0;Energy Performance Certificate;False;False;47;9.7032781760626;True;True;True
Celas, Coimbra;300.000;4.0;2.0;108.0;135.0;1.0;0.0;Not available;True;False;48,3;40.12085130861075;False;True;False
Paços de Ferreira, Porto;265.000;3.0;2.0;144.0;190.0;2.0;2.0;Energy Performance Certificate;False;False;47;;True;True;True
Centro, Aveiro;345.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Eiriz, Porto;175.000;3.0;2.0;126.0;151.0;2.0;2.0;Not available;True;False;47;29.57594050794217;True;True;True
Monte Gordo, Faro;195.000;0.0;1.0;53.0;53.0;;;Not available;True;False;45,7;96.58586629883452;False;False;True
Centro, Aveiro;295.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Celas, Coimbra;150.000;1.0;1.0;45.0;54.0;;;Not available;True;False;48,3;40.12085130861075;False;True;False
Boavista, Porto;730.000;4.0;3.0;193.0;;;;Not available;True;False;47;4.196457361249636;True;True;True
Parque das Nações - Expo Norte, Lisboa;499.900;2.0;2.0;77.0;77.0;1.0;3.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Centro, Aveiro;345.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;3.0;2.0;128.0;128.0;2.0;1.0;Not available;True;False;52,8;;False;False;False
Sítio de Sao Pedro/ Alto do Cano, Tavira;765.000;3.0;2.0;103.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;51,2;;False;False;True
Centro, Aveiro;500.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Ermesinde, Porto;158.000;2.0;2.0;79.0;96.0;1.0;3.0;Not available;True;False;47;12.607343989226592;True;True;True
Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;;;Not available;True;True;44,8;27.39423238165133;True;True;False
Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;;;Not available;True;True;44,8;27.39423238165133;True;True;False
Massamá e Monte Abraão, Lisboa;322.500;3.0;2.0;125.0;157.0;1.0;;Not available;True;True;44,8;;True;True;False
Almancil Centro, Loulé;330.000;3.0;3.0;103.0;128.0;1.0;2.0;Not available;False;False;46,9;;False;False;False
Alhandra, Vila Franca de Xira;Under Consultation;2.0;1.0;81.0;81.0;;;Not available;True;False;44,1;35.443728472174655;False;False;False
Aeroporto, Maia;226.750;2.0;2.0;96.0;96.0;1.0;2.0;Energy Performance Certificate;False;False;45,5;9.575995446195106;False;False;False
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Vila Nova de Milfontes, Beja;195.000;1.0;1.0;70.0;70.0;;;Not available;True;False;46,5;86.92996267264743;False;False;False
Centro, Aveiro;385.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Apúlia, Esposende;215.000;2.0;2.0;93.0;125.0;2.0;1.0;Not available;True;False;45,3;;False;False;False
Centro, Aveiro;325.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Sto. Ovídio, Vila Nova de Gaia;215.000;2.0;2.0;81.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;46,8;;True;True;False
Marvila, Lisboa;365.000;3.0;2.0;97.0;97.0;;;Not available;True;True;44,8;15.532421029518922;True;True;False
Olivais Sul, Lisboa;240.000;2.0;1.0;55.0;55.0;;;Not available;True;True;44,8;16.764544907684343;True;True;False
Centro, Aveiro;350.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Fonte Nova, Lisboa;197.000;1.0;1.0;36.0;39.0;0.0;0.0;Not available;True;True;44,8;10.48389069481756;True;True;False
Abraveses, Viseu;160.000;3.0;2.0;131.0;179.0;1.0;3.0;Energy Performance Certificate;False;False;46,9;70.60051599582494;False;False;False
Olivais Norte, Lisboa;320.000;3.0;1.0;70.0;70.0;;;Not available;True;True;44,8;17.349769339972053;True;True;False
Olivais, Coimbra;220.000;3.0;2.0;142.0;150.0;;;Not available;True;False;48,3;40.67257608086139;False;True;False
Santo Tirso, Santo Tirso;153.000;3.0;2.0;101.0;101.0;1.0;1.0;Not available;True;False;49,5;27.103255278413656;False;False;False
Oliveira do Douro, Porto;187.500;3.0;2.0;101.0;122.0;1.0;1.0;Not available;True;False;47;7.42056882378263;True;True;True
Eiras e São Paulo de Frades, Coimbra;215.000;3.0;2.0;92.0;106.0;2.0;2.0;Energy Performance Certificate;False;False;48,3;;False;True;False
Conceição e Cabanas de Tavira, Faro;175.000;0.0;1.0;34.0;34.0;1.0;1.0;Not available;True;False;45,7;;False;False;True
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;450.000;3.0;2.0;98.0;119.0;1.0;0.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Mafamude e Vilar do Paraíso, Porto;189.000;3.0;2.0;112.0;133.0;1.0;4.0;Energy Performance Certificate;False;False;47;;True;True;True
Pedra Mourinha, Portimão;270.000;3.0;2.0;105.0;123.0;1.0;1.0;Energy Performance Certificate;False;False;45,5;;False;False;True
Oliveira do Douro, Porto;165.000;3.0;2.0;110.0;148.0;1.0;2.0;Not available;True;False;47;7.42056882378263;True;True;True
Centro, Aveiro;520.000;3.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Canidelo, Porto;240.000;2.0;2.0;83.0;110.0;1.0;3.0;Energy Performance Certificate;False;False;47;3.964557675534072;True;True;True
Celas, Coimbra;240.000;3.0;2.0;78.0;105.0;1.0;0.0;Not available;True;False;48,3;40.12085130861075;False;True;False
Águas Santas, Porto;175.000;3.0;2.0;100.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;47;;True;True;True
Santa Apolónia, Coimbra;250.000;6.0;3.0;138.0;229.0;6.0;1.0;Not available;True;False;48,3;;False;True;False
Baleal, Peniche;395.000;3.0;3.0;152.0;214.0;2.0;3.0;Energy Performance Certificate;False;False;47,9;5.810706297955714;False;False;True
Centro, Aveiro;375.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;355.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;45,5;40.78765854138641;False;False;True
Cacém e São Marcos, Lisboa;249.000;3.0;2.0;89.0;95.0;1.0;7.0;Energy Performance Certificate;False;True;44,8;;True;True;False
Canidelo, Porto;265.000;3.0;2.0;106.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;47;3.964557675534072;True;True;True
Areia Branca, Lourinhã;792.000;4.0;3.0;107.0;176.0;1.0;0.0;Not available;True;False;47,1;;False;False;False
Algueirão-Mem Martins, Lisboa;220.000;;;;;2.0;3.0;Not available;False;True;44,8;;True;True;False
Alto dos Barronhos, Oeiras;Under Consultation;3.0;2.0;85.0;92.0;;;Not available;True;False;46,5;5.787636317326605;False;False;False
Sé, Santa Maria e Meixedo, Bragança;230.000;5.0;5.0;206.0;110.0;2.0;4.0;Not available;False;False;44,4;;False;True;False
À Av. Uruguai, Lisboa;338.000;2.0;1.0;65.0;81.0;;;Not available;True;True;44,8;;True;True;False
Vila Nova Caparica, Almada;289.000;3.0;2.0;96.0;128.0;0.0;1.0;Energy Performance Certificate;False;False;46,3;2.8952081637842384;True;False;False
Encosta da Barata, Abrantes;Under Consultation;3.0;2.0;111.0;111.0;;;Not available;True;False;53,4;97.81508701487935;False;False;False
Garajau, Santa Cruz;183.000;1.0;1.0;68.0;82.0;1.0;0.0;Energy Performance Certificate;False;False;43,7;8950.510465797768;False;False;False
Alcântara, Lisboa;1.085.000;3.0;3.0;150.0;155.0;;;Not available;True;True;44,8;;True;True;False
Moreira, Porto;198.900;1.0;2.0;56.0;59.0;1.0;;Not available;True;False;47;10.810954509844974;True;True;True
Santa Marinha e São Pedro da Afurada, Porto;179.000;0.0;1.0;;;;;Not available;True;False;47;;True;True;True
Arca d´ Água, Porto;233.000;1.0;1.0;;;;;Not available;True;False;47;;True;True;True
Valongo, Valongo;230.000;3.0;2.0;90.0;185.0;1.0;4.0;Energy Performance Certificate;False;False;45,1;15.317228097109272;False;False;False
Lagos, Lagos;Under Consultation;2.0;1.0;78.0;88.0;;;Not available;True;False;48,7;3609.996885639528;False;False;True
Algueirão-Mem Martins, Lisboa;190.000;3.0;2.0;70.0;100.0;1.0;3.0;Not available;True;True;44,8;;True;True;False
OVAR Centro, Ovar;135.000;2.0;1.0;70.0;73.0;;;Not available;True;False;47,1;16.459914214864654;False;False;False
Baleal, Peniche;280.000;2.0;1.0;86.0;102.0;;;Not available;True;False;47,9;5.810706297955714;False;False;True
À Av. Uruguai, Lisboa;399.900;3.0;2.0;85.0;91.0;;;Not available;True;True;44,8;;True;True;False
Valongo, Porto;165.000;2.0;1.0;78.0;83.0;1.0;2.0;Not available;True;False;47;15.317228097109272;True;True;True
Montijo e Afonsoeiro, Setúbal;Under Consultation;3.0;2.0;94.0;88.0;;;Not available;True;False;42,6;;True;True;False
GAIA Madalena, Vila Nova de Gaia;335.000;3.0;3.0;107.0;107.0;2.0;2.0;Energy Performance Certificate;False;False;46,8;5.846423726220258;True;True;False
Chinicato, Lagos;Under Consultation;2.0;2.0;98.0;123.0;1.0;2.0;Not available;True;False;48,7;11.84583513931873;False;False;True
Qta do Marquês, Oeiras;460.000;3.0;2.0;93.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;46,5;;False;False;False
Antas, Porto;210.000;2.0;2.0;101.0;129.0;1.0;2.0;Not available;True;False;47;7.2903817058845535;True;True;True
Senhora da Hora, Matosinhos;230.000;3.0;2.0;92.0;92.0;;;Not available;True;False;47,5;4.018086816415378;True;False;False
Ramalde, Porto;189.000;3.0;1.0;85.0;85.0;0.0;0.0;Not available;True;False;47;3.872775852424896;True;True;True
Olivais, Lisboa;249.000;2.0;1.0;72.0;72.0;;;Not available;True;True;44,8;16.354114399684835;True;True;False
Antas, Porto;590.000;3.0;3.0;165.0;197.0;2.0;1.0;Energy Performance Certificate;False;False;47;7.2903817058845535;True;True;True
Miratejo, Seixal;159.000;2.0;1.0;63.0;72.0;;;Not available;True;False;51,2;11.806414752230276;False;False;False
Bairro das Amendoeiras, Lisboa;250.000;3.0;1.0;92.0;92.0;;;Not available;True;True;44,8;15.93277100290305;True;True;False
Foz do Douro, Porto;1.050.000;4.0;3.0;192.0;259.0;3.0;2.0;Energy Performance Certificate;False;False;47;0.0;True;True;True
Rio Tinto - Areosa, Gondomar;139.500;2.0;1.0;80.0;85.0;;;Not available;True;False;47,1;8.038107064515051;True;False;False
Lamego (Almacave e Sé), Viseu;215.000;4.0;3.0;131.0;165.0;1.0;0.0;Energy Performance Certificate;False;False;51,5;;False;False;False
Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;;;Not available;True;False;44,1;8.04128418433145;True;True;False
Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;;;Not available;True;False;44,1;8.04128418433145;True;True;False
Damaia de Cima, Amadora;255.000;3.0;2.0;85.0;90.0;;;Not available;True;False;44,1;8.04128418433145;True;True;False
Paços de Ferreira, Porto;250.000;3.0;3.0;133.0;148.0;2.0;2.0;Not available;True;False;47;;True;True;True
Bragaparque, Braga;229.900;3.0;2.0;104.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;44,4;31.40105398681912;False;True;False
Avenidas Novas, Lisboa;345.000;0.0;1.0;43.0;54.0;1.0;2.0;Energy Performance Certificate;False;True;44,8;13.13200174110294;True;True;False
Mafamude e Vilar do Paraíso, Porto;263.000;3.0;2.0;85.0;100.0;1.0;1.0;Not available;True;False;47;;True;True;True
QUINTA DA FÁBRICA DA PÓLVORA, Seixal;352.500;3.0;2.0;107.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;44,9;;False;False;False
Mafamude e Vilar do Paraíso, Porto;495.000;5.0;3.0;218.0;233.0;2.0;1.0;Not available;True;False;47;;True;True;True
Santo António, Lisboa;1.100.000;4.0;2.0;160.0;180.0;;;Not available;True;True;44,8;;True;True;False
Vermoeira, Mafra;284.000;5.0;3.0;144.0;245.0;2.0;1.0;Not available;True;False;43,8;23.45638477199256;False;False;False
Santa Marinha e São Pedro da Afurada, Porto;690.000;3.0;3.0;222.0;295.0;3.0;10.0;Energy Performance Certificate;False;False;47;;True;True;True
Vila Nova de Gaia, Vila Nova de Gaia;190.000;1.0;1.0;61.0;90.0;1.0;1.0;Energy Performance Certificate;False;False;46,8;6.1107414726810445;True;True;False
Caniço, Ilha da Madeira;298.000;3.0;2.0;124.0;170.0;2.0;1.0;Not available;True;False;;;False;False;False
Peniche, Peniche;149.500;2.0;1.0;65.0;95.0;1.0;1.0;Not available;True;False;47,9;4.690487960994953;False;False;True
Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;43,7;;False;False;False
Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;48,3;40.12085130861075;False;True;False
Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;43,7;;False;False;False
Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;48,3;40.12085130861075;False;True;False
Valongo, Porto;382.000;3.0;3.0;138.0;138.0;2.0;5.0;Energy Performance Certificate;False;False;47;15.317228097109272;True;True;True
Sé, Santa Maria e Meixedo, Bragança;89.000;2.0;1.0;;;;;Not available;True;False;44,4;;False;True;False
Avenidas Novas, Lisboa;840.000;3.0;3.0;183.0;183.0;2.0;5.0;Not available;True;True;44,8;13.13200174110294;True;True;False
