Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age
Bairro Norton de Matos, Coimbra;189.000;2.0;1.0;64.0;110.0;;;Not available;True;False;False;True;False;48,3
Centro, Aveiro;475.400;3.0;;;;;;Not available;True;False;False;False;True;45,5
Chainça, Abrantes;137.500;3.0;2.0;103.0;103.0;;;Not available;True;False;False;False;False;53,4
Armação de Pêra, Silves;240.000;2.0;1.0;43.0;57.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;47,1
Centro, Aveiro;491.280;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;398.800;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;399.280;2.0;;;;;;Not available;True;False;False;False;True;45,5
Vilamoura, Loulé;20.600;1.0;1.0;57.0;74.0;;;Not available;True;False;False;False;False;46,9
Centro, Aveiro;414.640;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;475.120;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;498.160;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;496.280;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;403.800;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;404.280;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;419.640;2.0;;;;;;Not available;True;False;False;False;True;45,5
Vilamoura, Loulé;20.600;1.0;1.0;57.0;74.0;0.0;3.0;Not available;True;False;False;False;False;46,9
Centro, Aveiro;480.120;3.0;;;;;;Not available;True;False;False;False;True;45,5
Aos Arneiros, Lisboa;450.000;4.0;1.0;100.0;110.0;;;Not available;True;True;True;True;False;44,8
Centro, Aveiro;496.120;3.0;;;;;;Not available;True;False;False;False;True;45,5
Monte Abraão, Sintra;150.000;2.0;1.0;61.0;71.0;;;Not available;True;False;False;False;False;43,7
Centro, Aveiro;501.280;3.0;;;;;;Not available;True;False;False;False;True;45,5
Aos Arneiros, Lisboa;450.000;4.0;1.0;100.0;110.0;;;Not available;True;True;True;True;False;44,8
Centro, Aveiro;408.800;2.0;;;;;;Not available;True;False;False;False;True;45,5
Lordelo, Porto;185.000;2.0;2.0;93.0;110.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47
Centro, Aveiro;409.280;2.0;;;;;;Not available;True;False;False;False;True;45,5
Cova da Piedade, Almada;265.000;3.0;2.0;91.0;101.0;;;Not available;True;False;True;False;False;46,3
Centro, Aveiro;485.120;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;506.280;3.0;;;;;;Not available;True;False;False;False;True;45,5
Aos Arneiros, Lisboa;260.000;1.0;1.0;48.0;52.0;;;Not available;True;True;True;True;False;44,8
Centro, Aveiro;413.800;2.0;;;;;;Not available;True;False;False;False;True;45,5
Pêra, Silves;187.000;2.0;1.0;59.0;75.0;0.0;1.0;Not available;True;False;False;False;False;47,1
Olaias, Lisboa;245.000;2.0;1.0;66.0;77.0;;;Not available;True;True;True;True;False;44,8
Centro, Aveiro;449.640;2.0;;;;;;Not available;True;False;False;False;True;45,5
Agualva e Mira-Sintra, Lisboa;220.000;4.0;2.0;120.0;130.0;;;Not available;True;True;True;True;False;51,2
Centro, Aveiro;586.760;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;365.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;300.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;375.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;305.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;310.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Braga (São José de São Lázaro e São João do Souto), Braga;170.000;3.0;2.0;95.0;110.0;1.0;0.0;Not available;True;False;False;True;False;44,4
Centro, Aveiro;310.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;380.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;315.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;320.000;4.0;;;;;;Not available;True;False;False;False;True;45,5
Cova da Piedade, Almada;235.000;3.0;1.0;70.0;82.0;;;Not available;True;False;True;False;False;46,3
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;127.0;145.0;1.0;0.0;Not available;True;False;False;False;False;49,6
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;2.0;2.0;107.0;125.0;1.0;0.0;Not available;True;False;False;False;False;49,6
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;100.0;149.0;1.0;1.0;Not available;True;False;False;False;False;49,6
Mem Martins, Sintra;185.000;2.0;1.0;72.0;82.0;;;Not available;True;False;False;False;False;43,7
Queluz e Belas, Lisboa;385.000;2.0;2.0;94.0;159.0;3.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8
Costa da Caparica, Setúbal;279.900;2.0;2.0;76.0;76.0;;;Not available;True;False;True;True;True;46,6
Ponta Delgada (São Pedro), Ilha de São Miguel;695.000;2.0;3.0;123.0;123.0;1.0;1.0;Not available;True;False;False;False;False;42,2
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;119.0;131.0;1.0;0.0;Not available;True;False;False;False;False;49,6
Vilamoura, Loulé;240.000;1.0;1.0;63.0;70.0;1.0;2.0;Not available;True;False;False;False;False;46,9
Ramalde, Porto;Under Consultation;4.0;4.0;232.0;232.0;2.0;5.0;Not available;True;False;True;True;True;47
Centro, Aveiro;435.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Campo de Ourique, Lisboa;840.000;3.0;2.0;100.0;132.0;1.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8
Tavira, Tavira;169.000;1.0;1.0;54.0;61.0;;;Not available;True;False;False;False;True;51,2
Senhora da Hora, Matosinhos;322.500;3.0;2.0;118.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;True;False;False;47,5
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;3.0;2.0;100.0;149.0;1.0;0.0;Not available;True;False;False;False;False;49,6
Costa da Caparica, Setúbal;268.000;1.0;1.0;46.0;50.0;;;Not available;True;False;True;True;True;46,6
Seia, São Romão e Lapa dos Dinheiros, Guarda;Under Consultation;2.0;2.0;107.0;125.0;1.0;1.0;Not available;True;False;False;False;False;49,6
Vilamoura, Loulé;225.000;1.0;1.0;61.0;61.0;;;Not available;True;False;False;False;False;46,9
Funchal (São Pedro), Ilha da Madeira;398.000;3.0;2.0;100.0;106.0;;;Not available;True;False;False;True;False;48
Trafaria, Almada;260.000;2.0;1.0;58.0;63.0;;;Not available;True;False;True;False;False;46,3
Ponta Delgada (São José), Ilha de São Miguel;230.000;2.0;1.0;93.0;87.0;;;Not available;True;False;False;False;False;42,2
Pontinha e Famões, Lisboa;139.900;2.0;;;;;;Not available;True;True;True;True;False;44,8
Praia da Rocha, Portimão;180.000;1.0;1.0;43.0;48.0;;;Not available;True;False;False;False;True;45,5
Santa Marinha e São Pedro da Afurada, Porto;530.000;3.0;3.0;128.0;158.0;2.0;;Not available;False;False;True;True;True;47
Santa Marta do Pinhal, Seixal;200.000;2.0;1.0;91.0;91.0;;;Not available;True;False;False;False;False;44,9
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;190.000;2.0;1.0;65.0;65.0;;;Not available;True;False;True;True;False;44,9
Costa Cabral, Porto;266.500;3.0;2.0;88.0;98.0;;;Not available;True;False;True;True;True;47
Centro, Aveiro;365.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Santa Apolónia, Bragança;138.000;4.0;2.0;119.0;134.0;1.0;2.0;Not available;True;False;False;True;False;44,4
Olivais Sul, Lisboa;268.000;2.0;1.0;70.0;70.0;;;Not available;True;True;True;True;False;44,8
Mina de Água, Lisboa;Under Consultation;2.0;;;;;;Not available;True;True;True;True;False;44,8
Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;196.000;3.0;2.0;143.0;143.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,5
Centro, Aveiro;465.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Venda do Pinheiro, Mafra;220.000;2.0;1.0;79.0;97.0;;;Not available;True;False;False;False;False;43,8
Porto, Porto;1.250.000;4.0;5.0;257.0;471.0;3.0;5.0;Not available;True;False;True;True;True;47
Canidelo, Vila Nova de Gaia;199.000;2.0;2.0;120.0;128.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46,8
Centro, Aveiro;295.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Porto, Porto;770.000;3.0;3.0;178.0;189.0;2.0;1.0;Not available;True;False;True;True;True;47
Porto, Porto;700.000;3.0;4.0;188.0;209.0;2.0;1.0;Not available;True;False;True;True;True;47
Centro, Aveiro;475.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Porto, Porto;820.000;4.0;5.0;232.0;330.0;3.0;0.0;Not available;True;False;True;True;True;47
Viseu, Viseu;165.000;1.0;1.0;56.0;103.0;1.0;2.0;Not available;True;False;False;False;False;46,9
Centro, Aveiro;300.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Porto, Porto;600.000;3.0;4.0;160.0;238.0;3.0;0.0;Not available;True;False;True;True;True;47
Samora Correia, Benavente;Under Consultation;3.0;2.0;176.0;;;;Not available;True;False;False;False;False;44,2
Santa Marinha e São Pedro da Afurada, Porto;650.000;3.0;4.0;134.0;154.0;2.0;8.0;Energy Performance Certificate;False;False;True;True;True;47
Centro, Aveiro;340.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Praia, Póvoa de Varzim;285.000;3.0;2.0;110.0;128.0;;;Not available;True;False;True;False;False;45,8
Centro, Aveiro;290.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Monte da Caparica, Almada;185.000;2.0;1.0;90.0;115.0;1.0;0.0;Energy Performance Certificate;False;False;True;False;False;46,3
Continente, Loulé;295.000;3.0;3.0;101.0;101.0;;;Not available;True;False;False;False;False;46,9
Centro, Aveiro;320.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;495.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
ANSIÃO, Ansião;96.000;1.0;1.0;53.0;60.0;1.0;1.0;Not available;True;False;False;False;False;53,4
Centro, Aveiro;305.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Santo Tirso, Santo Tirso;215.000;3.0;3.0;158.0;158.0;;;Not available;True;False;False;False;False;49,5
Rio Tinto, Porto;219.000;3.0;3.0;125.0;159.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47
Celas, Coimbra;300.000;4.0;2.0;108.0;135.0;1.0;0.0;Not available;True;False;False;True;False;48,3
Paços de Ferreira, Porto;265.000;3.0;2.0;144.0;190.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47
Centro, Aveiro;345.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Eiriz, Porto;175.000;3.0;2.0;126.0;151.0;2.0;2.0;Not available;True;False;True;True;True;47
Monte Gordo, Faro;195.000;0.0;1.0;53.0;53.0;;;Not available;True;False;False;False;True;45,7
Centro, Aveiro;295.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Celas, Coimbra;150.000;1.0;1.0;45.0;54.0;;;Not available;True;False;False;True;False;48,3
Boavista, Porto;730.000;4.0;3.0;193.0;;;;Not available;True;False;True;True;True;47
Parque das Nações - Expo Norte, Lisboa;499.900;2.0;2.0;77.0;77.0;1.0;3.0;Energy Performance Certificate;False;True;True;True;False;44,8
Centro, Aveiro;345.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;3.0;2.0;128.0;128.0;2.0;1.0;Not available;True;False;False;False;False;52,8
Sítio de Sao Pedro/ Alto do Cano, Tavira;765.000;3.0;2.0;103.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;51,2
Centro, Aveiro;500.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Ermesinde, Porto;158.000;2.0;2.0;79.0;96.0;1.0;3.0;Not available;True;False;True;True;True;47
Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;;;Not available;True;True;True;True;False;44,8
Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;;;Not available;True;True;True;True;False;44,8
Massamá e Monte Abraão, Lisboa;322.500;3.0;2.0;125.0;157.0;1.0;;Not available;True;True;True;True;False;44,8
Almancil Centro, Loulé;330.000;3.0;3.0;103.0;128.0;1.0;2.0;Not available;False;False;False;False;False;46,9
Alhandra, Vila Franca de Xira;Under Consultation;2.0;1.0;81.0;81.0;;;Not available;True;False;False;False;False;44,1
Aeroporto, Maia;226.750;2.0;2.0;96.0;96.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;45,5
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Vila Nova de Milfontes, Beja;195.000;1.0;1.0;70.0;70.0;;;Not available;True;False;False;False;False;46,5
Centro, Aveiro;385.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Apúlia, Esposende;215.000;2.0;2.0;93.0;125.0;2.0;1.0;Not available;True;False;False;False;False;45,3
Centro, Aveiro;325.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Sto. Ovídio, Vila Nova de Gaia;215.000;2.0;2.0;81.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46,8
Marvila, Lisboa;365.000;3.0;2.0;97.0;97.0;;;Not available;True;True;True;True;False;44,8
Olivais Sul, Lisboa;240.000;2.0;1.0;55.0;55.0;;;Not available;True;True;True;True;False;44,8
Centro, Aveiro;350.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Fonte Nova, Lisboa;197.000;1.0;1.0;36.0;39.0;0.0;0.0;Not available;True;True;True;True;False;44,8
Abraveses, Viseu;160.000;3.0;2.0;131.0;179.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9
Olivais Norte, Lisboa;320.000;3.0;1.0;70.0;70.0;;;Not available;True;True;True;True;False;44,8
Olivais, Coimbra;220.000;3.0;2.0;142.0;150.0;;;Not available;True;False;False;True;False;48,3
Santo Tirso, Santo Tirso;153.000;3.0;2.0;101.0;101.0;1.0;1.0;Not available;True;False;False;False;False;49,5
Oliveira do Douro, Porto;187.500;3.0;2.0;101.0;122.0;1.0;1.0;Not available;True;False;True;True;True;47
Eiras e São Paulo de Frades, Coimbra;215.000;3.0;2.0;92.0;106.0;2.0;2.0;Energy Performance Certificate;False;False;False;True;False;48,3
Conceição e Cabanas de Tavira, Faro;175.000;0.0;1.0;34.0;34.0;1.0;1.0;Not available;True;False;False;False;True;45,7
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;450.000;3.0;2.0;98.0;119.0;1.0;0.0;Energy Performance Certificate;False;True;True;True;False;44,8
Mafamude e Vilar do Paraíso, Porto;189.000;3.0;2.0;112.0;133.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47
Pedra Mourinha, Portimão;270.000;3.0;2.0;105.0;123.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;45,5
Oliveira do Douro, Porto;165.000;3.0;2.0;110.0;148.0;1.0;2.0;Not available;True;False;True;True;True;47
Centro, Aveiro;520.000;3.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Canidelo, Porto;240.000;2.0;2.0;83.0;110.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47
Celas, Coimbra;240.000;3.0;2.0;78.0;105.0;1.0;0.0;Not available;True;False;False;True;False;48,3
Águas Santas, Porto;175.000;3.0;2.0;100.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47
Santa Apolónia, Coimbra;250.000;6.0;3.0;138.0;229.0;6.0;1.0;Not available;True;False;False;True;False;48,3
Baleal, Peniche;395.000;3.0;3.0;152.0;214.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;True;47,9
Centro, Aveiro;375.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;355.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Centro, Aveiro;335.000;2.0;;;;;;Not available;True;False;False;False;True;45,5
Cacém e São Marcos, Lisboa;249.000;3.0;2.0;89.0;95.0;1.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8
Canidelo, Porto;265.000;3.0;2.0;106.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47
Areia Branca, Lourinhã;792.000;4.0;3.0;107.0;176.0;1.0;0.0;Not available;True;False;False;False;False;47,1
Algueirão-Mem Martins, Lisboa;220.000;;;;;2.0;3.0;Not available;False;True;True;True;False;44,8
Alto dos Barronhos, Oeiras;Under Consultation;3.0;2.0;85.0;92.0;;;Not available;True;False;False;False;False;46,5
Sé, Santa Maria e Meixedo, Bragança;230.000;5.0;5.0;206.0;110.0;2.0;4.0;Not available;False;False;False;True;False;44,4
À Av. Uruguai, Lisboa;338.000;2.0;1.0;65.0;81.0;;;Not available;True;True;True;True;False;44,8
Vila Nova Caparica, Almada;289.000;3.0;2.0;96.0;128.0;0.0;1.0;Energy Performance Certificate;False;False;True;False;False;46,3
Encosta da Barata, Abrantes;Under Consultation;3.0;2.0;111.0;111.0;;;Not available;True;False;False;False;False;53,4
Garajau, Santa Cruz;183.000;1.0;1.0;68.0;82.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;43,7
Alcântara, Lisboa;1.085.000;3.0;3.0;150.0;155.0;;;Not available;True;True;True;True;False;44,8
Moreira, Porto;198.900;1.0;2.0;56.0;59.0;1.0;;Not available;True;False;True;True;True;47
Santa Marinha e São Pedro da Afurada, Porto;179.000;0.0;1.0;;;;;Not available;True;False;True;True;True;47
Arca d´ Água, Porto;233.000;1.0;1.0;;;;;Not available;True;False;True;True;True;47
Valongo, Valongo;230.000;3.0;2.0;90.0;185.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;45,1
Lagos, Lagos;Under Consultation;2.0;1.0;78.0;88.0;;;Not available;True;False;False;False;True;48,7
Algueirão-Mem Martins, Lisboa;190.000;3.0;2.0;70.0;100.0;1.0;3.0;Not available;True;True;True;True;False;44,8
OVAR Centro, Ovar;135.000;2.0;1.0;70.0;73.0;;;Not available;True;False;False;False;False;47,1
Baleal, Peniche;280.000;2.0;1.0;86.0;102.0;;;Not available;True;False;False;False;True;47,9
À Av. Uruguai, Lisboa;399.900;3.0;2.0;85.0;91.0;;;Not available;True;True;True;True;False;44,8
Valongo, Porto;165.000;2.0;1.0;78.0;83.0;1.0;2.0;Not available;True;False;True;True;True;47
Montijo e Afonsoeiro, Setúbal;Under Consultation;3.0;2.0;94.0;88.0;;;Not available;True;False;True;True;False;42,6
GAIA Madalena, Vila Nova de Gaia;335.000;3.0;3.0;107.0;107.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;False;46,8
Chinicato, Lagos;Under Consultation;2.0;2.0;98.0;123.0;1.0;2.0;Not available;True;False;False;False;True;48,7
Qta do Marquês, Oeiras;460.000;3.0;2.0;93.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;46,5
Antas, Porto;210.000;2.0;2.0;101.0;129.0;1.0;2.0;Not available;True;False;True;True;True;47
Senhora da Hora, Matosinhos;230.000;3.0;2.0;92.0;92.0;;;Not available;True;False;True;False;False;47,5
Ramalde, Porto;189.000;3.0;1.0;85.0;85.0;0.0;0.0;Not available;True;False;True;True;True;47
Olivais, Lisboa;249.000;2.0;1.0;72.0;72.0;;;Not available;True;True;True;True;False;44,8
Antas, Porto;590.000;3.0;3.0;165.0;197.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;True;47
Miratejo, Seixal;159.000;2.0;1.0;63.0;72.0;;;Not available;True;False;False;False;False;51,2
Bairro das Amendoeiras, Lisboa;250.000;3.0;1.0;92.0;92.0;;;Not available;True;True;True;True;False;44,8
Foz do Douro, Porto;1.050.000;4.0;3.0;192.0;259.0;3.0;2.0;Energy Performance Certificate;False;False;True;True;True;47
Rio Tinto - Areosa, Gondomar;139.500;2.0;1.0;80.0;85.0;;;Not available;True;False;True;False;False;47,1
Lamego (Almacave e Sé), Viseu;215.000;4.0;3.0;131.0;165.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;51,5
Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;;;Not available;True;False;True;True;False;44,1
Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;;;Not available;True;False;True;True;False;44,1
Damaia de Cima, Amadora;255.000;3.0;2.0;85.0;90.0;;;Not available;True;False;True;True;False;44,1
Paços de Ferreira, Porto;250.000;3.0;3.0;133.0;148.0;2.0;2.0;Not available;True;False;True;True;True;47
Bragaparque, Braga;229.900;3.0;2.0;104.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;False;44,4
Avenidas Novas, Lisboa;345.000;0.0;1.0;43.0;54.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8
Mafamude e Vilar do Paraíso, Porto;263.000;3.0;2.0;85.0;100.0;1.0;1.0;Not available;True;False;True;True;True;47
QUINTA DA FÁBRICA DA PÓLVORA, Seixal;352.500;3.0;2.0;107.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;44,9
Mafamude e Vilar do Paraíso, Porto;495.000;5.0;3.0;218.0;233.0;2.0;1.0;Not available;True;False;True;True;True;47
Santo António, Lisboa;1.100.000;4.0;2.0;160.0;180.0;;;Not available;True;True;True;True;False;44,8
Vermoeira, Mafra;284.000;5.0;3.0;144.0;245.0;2.0;1.0;Not available;True;False;False;False;False;43,8
Santa Marinha e São Pedro da Afurada, Porto;690.000;3.0;3.0;222.0;295.0;3.0;10.0;Energy Performance Certificate;False;False;True;True;True;47
Vila Nova de Gaia, Vila Nova de Gaia;190.000;1.0;1.0;61.0;90.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46,8
Caniço, Ilha da Madeira;298.000;3.0;2.0;124.0;170.0;2.0;1.0;Not available;True;False;False;False;False;
Peniche, Peniche;149.500;2.0;1.0;65.0;95.0;1.0;1.0;Not available;True;False;False;False;True;47,9
Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;False;43,7
Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;48,3
Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;False;43,7
Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;48,3
Valongo, Porto;382.000;3.0;3.0;138.0;138.0;2.0;5.0;Energy Performance Certificate;False;False;True;True;True;47
Sé, Santa Maria e Meixedo, Bragança;89.000;2.0;1.0;;;;;Not available;True;False;False;True;False;44,4
Avenidas Novas, Lisboa;840.000;3.0;3.0;183.0;183.0;2.0;5.0;Not available;True;True;True;True;False;44,8
Quarteira, Faro;260.000;1.0;1.0;77.0;92.0;1.0;1.0;Not available;True;False;False;False;True;45,7
Portimão, Faro;355.000;2.0;2.0;95.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,7
Corujeira, Porto;288.900;1.0;1.0;48.0;56.0;1.0;5.0;Not available;False;False;True;True;True;47
Corujeira, Porto;255.900;1.0;1.0;45.0;53.0;1.0;5.0;Not available;False;False;True;True;True;47
SJM 4, São João da Madeira;290.000;3.0;3.0;139.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;47
Sé, Santa Maria e Meixedo, Bragança;139.000;3.0;2.0;;;;;Not available;True;False;False;True;False;44,4
Portela, Loures;350.000;3.0;2.0;125.0;125.0;1.0;6.0;Not available;True;False;False;False;False;44,6
Imaculado Coração de Maria, Ilha da Madeira;305.000;1.0;1.0;44.0;52.0;1.0;6.0;Not available;True;False;False;False;False;
Loures, Loures;264.000;2.0;1.0;97.0;97.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;44,6
Lumiar, Lisboa;549.000;3.0;3.0;135.0;135.0;1.0;4.0;Not available;True;True;True;True;False;44,8
Corujeira, Porto;288.000;1.0;1.0;48.0;56.0;1.0;2.0;Not available;False;False;True;True;True;47
Madragoa, Lisboa, Lisboa;225.000;1.0;1.0;26.0;26.0;;;Not available;True;True;True;True;False;44,8
Corujeira, Porto;255.255;1.0;1.0;45.0;53.0;1.0;2.0;Not available;False;False;True;True;True;47
Campanhã, Porto;394.000;2.0;2.0;71.0;83.0;1.0;2.0;Not available;False;False;True;True;True;47
Areeiro, Lisboa;330.000;4.0;2.0;109.0;109.0;;;Not available;True;True;True;True;False;44,8
Corujeira, Porto;402.000;2.0;2.0;66.0;78.0;1.0;2.0;Not available;False;False;True;True;True;47
Valpaços e Sanfins, Vila Real;103.000;3.0;2.0;80.0;95.0;;;Not available;True;False;False;False;False;59,8
Corujeira, Porto;272.500;1.0;1.0;48.0;56.0;1.0;1.0;Not available;False;False;True;True;True;47
Olivais Sul, Lisboa;550.000;5.0;2.0;165.0;165.0;;;Not available;True;True;True;True;False;44,8
Corujeira, Porto;255.000;1.0;1.0;46.0;53.0;1.0;1.0;Not available;False;False;True;True;True;47
Corujeira, Porto;390.000;2.0;2.0;71.0;83.0;1.0;1.0;Not available;False;False;True;True;True;47
Recardães e Espinhel, Aveiro;170.000;3.0;2.0;130.0;139.0;;;Not available;True;False;False;False;True;45,5
Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;False;False;False;48,3
Feijó, Almada;199.500;2.0;1.0;75.0;85.0;;;Not available;True;False;True;False;False;46,3
Areeiro, Lisboa;210.000;1.0;1.0;35.0;37.0;;;Not available;True;True;True;True;False;44,8
Casa Branca, Funchal;200.000;1.0;1.0;66.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;48
Monserrate, Viana do Castelo;199.000;3.0;2.0;121.0;121.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;48,8
Arcozelo, Braga;Under Consultation;3.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;44,4
Monte Verde, Tavira;195.000;1.0;1.0;46.0;63.0;1.0;2.0;Not available;True;False;False;False;True;51,2
Serra de Carnaxide, Oeiras;480.000;3.0;2.0;107.0;115.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,5
Vila Nova de Famalicão e Calendário, Braga;188.500;3.0;3.0;128.0;128.0;;;Not available;True;False;False;True;False;44,4
Águas Belas, Santarém;107.000;1.0;1.0;53.0;56.0;1.0;;Not available;True;False;False;False;False;48,3
Fundão, Fundão;Under Consultation;2.0;1.0;66.0;86.0;;;Not available;True;False;False;False;False;53,6
S. Miguel, Ovar;105.000;0.0;1.0;32.0;32.0;1.0;0.0;Not available;True;False;False;False;False;47,1
Arca d´ Água, Porto;330.000;3.0;3.0;136.0;145.0;;;Not available;True;False;True;True;True;47
Lumiar, Lisboa;298.000;2.0;1.0;114.0;114.0;1.0;9.0;Not available;True;True;True;True;False;44,8
Sesmarias, Portimão;377.500;2.0;2.0;101.0;119.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45,5
