;Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age
1034;Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;190.000;2.0;1.0;65.0;65.0;0.0;;Not available;True;False;True;True;False;44.9
1035;Costa Cabral, Porto;266.500;3.0;2.0;88.0;98.0;0.0;;Not available;True;False;True;True;True;47.0
1036;Centro, Aveiro;365.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1037;Santa Apolónia, Bragança;138.000;4.0;2.0;119.0;134.0;1.0;2.0;Not available;True;False;False;True;False;44.4
1038;Olivais Sul, Lisboa;268.000;2.0;1.0;70.0;70.0;0.0;;Not available;True;True;True;True;False;44.8
1039;Mina de Água, Lisboa;Under Consultation;2.0;1.0;;;0.0;;Not available;True;True;True;True;False;44.8
1040;Vila Chã, Codal e Vila Cova de Perrinho, Aveiro;196.000;3.0;2.0;143.0;143.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;45.5
1041;Centro, Aveiro;465.000;3.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1042;Venda do Pinheiro, Mafra;220.000;2.0;1.0;79.0;97.0;0.0;;Not available;True;False;False;False;False;43.8
1043;Porto, Porto;1.250.000;4.0;5.0;257.0;471.0;3.0;5.0;Not available;True;False;True;True;True;47.0
1044;Canidelo, Vila Nova de Gaia;199.000;2.0;2.0;120.0;128.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8
1045;Centro, Aveiro;295.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1046;Porto, Porto;770.000;3.0;3.0;178.0;189.0;2.0;1.0;Not available;True;False;True;True;True;47.0
1047;Porto, Porto;700.000;3.0;4.0;188.0;209.0;2.0;1.0;Not available;True;False;True;True;True;47.0
1048;Centro, Aveiro;475.000;3.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1049;Porto, Porto;820.000;4.0;5.0;232.0;330.0;3.0;0.0;Not available;True;False;True;True;True;47.0
1050;Viseu, Viseu;165.000;1.0;1.0;56.0;103.0;1.0;2.0;Not available;True;False;False;False;False;46.9
1051;Centro, Aveiro;300.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1052;Porto, Porto;600.000;3.0;4.0;160.0;238.0;3.0;0.0;Not available;True;False;True;True;True;47.0
1053;Samora Correia, Benavente;Under Consultation;3.0;2.0;176.0;;0.0;;Not available;True;False;False;False;False;44.2
1054;Santa Marinha e São Pedro da Afurada, Porto;650.000;3.0;4.0;134.0;154.0;2.0;8.0;Energy Performance Certificate;False;False;True;True;True;47.0
1055;Centro, Aveiro;340.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1056;Praia, Póvoa de Varzim;285.000;3.0;2.0;110.0;128.0;0.0;;Not available;True;False;True;False;False;45.8
1057;Centro, Aveiro;290.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1058;Monte da Caparica, Almada;185.000;2.0;1.0;90.0;115.0;1.0;0.0;Energy Performance Certificate;False;False;True;False;False;46.3
1059;Continente, Loulé;295.000;3.0;3.0;101.0;101.0;0.0;;Not available;True;False;False;False;False;46.9
1060;Centro, Aveiro;320.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1061;Centro, Aveiro;495.000;3.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1062;ANSIÃO, Ansião;96.000;1.0;1.0;53.0;60.0;1.0;1.0;Not available;True;False;False;False;False;53.4
1063;Centro, Aveiro;305.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1064;Santo Tirso, Santo Tirso;215.000;3.0;3.0;158.0;158.0;0.0;;Not available;True;False;False;False;False;49.5
1065;Rio Tinto, Porto;219.000;3.0;3.0;125.0;159.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
1066;Celas, Coimbra;300.000;4.0;2.0;108.0;135.0;1.0;0.0;Not available;True;False;False;True;False;48.3
1067;Paços de Ferreira, Porto;265.000;3.0;2.0;144.0;190.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0
1068;Centro, Aveiro;345.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1069;Eiriz, Porto;175.000;3.0;2.0;126.0;151.0;2.0;2.0;Not available;True;False;True;True;True;47.0
1070;Monte Gordo, Faro;195.000;0.0;1.0;53.0;53.0;0.0;;Not available;True;False;False;False;True;45.7
1071;Centro, Aveiro;295.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1072;Celas, Coimbra;150.000;1.0;1.0;45.0;54.0;0.0;;Not available;True;False;False;True;False;48.3
1073;Boavista, Porto;730.000;4.0;3.0;193.0;;0.0;;Not available;True;False;True;True;True;47.0
1074;Parque das Nações - Expo Norte, Lisboa;499.900;2.0;2.0;77.0;77.0;1.0;3.0;Energy Performance Certificate;False;True;True;True;False;44.8
1075;Centro, Aveiro;345.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1076;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;3.0;2.0;128.0;128.0;2.0;1.0;Not available;True;False;False;False;False;52.8
1077;Sítio de Sao Pedro/ Alto do Cano, Tavira;765.000;3.0;2.0;103.0;119.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;True;51.2
1078;Centro, Aveiro;500.000;3.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1079;Ermesinde, Porto;158.000;2.0;2.0;79.0;96.0;1.0;3.0;Not available;True;False;True;True;True;47.0
1080;Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;0.0;;Not available;True;True;True;True;False;44.8
1081;Aos Arneiros, Lisboa;375.000;2.0;1.0;70.0;76.0;0.0;;Not available;True;True;True;True;False;44.8
1082;Massamá e Monte Abraão, Lisboa;322.500;3.0;2.0;125.0;157.0;1.0;;Not available;True;True;True;True;False;44.8
1083;Almancil Centro, Loulé;330.000;3.0;3.0;103.0;128.0;1.0;2.0;Not available;False;False;False;False;False;46.9
1084;Alhandra, Vila Franca de Xira;Under Consultation;2.0;1.0;81.0;81.0;0.0;;Not available;True;False;False;False;False;44.1
1085;Aeroporto, Maia;226.750;2.0;2.0;96.0;96.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;45.5
1086;Centro, Aveiro;335.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1087;Vila Nova de Milfontes, Beja;195.000;1.0;1.0;70.0;70.0;0.0;;Not available;True;False;False;False;False;46.5
1088;Centro, Aveiro;385.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1089;Apúlia, Esposende;215.000;2.0;2.0;93.0;125.0;2.0;1.0;Not available;True;False;False;False;False;45.3
1090;Centro, Aveiro;325.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1091;Sto. Ovídio, Vila Nova de Gaia;215.000;2.0;2.0;81.0;101.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8
1092;Marvila, Lisboa;365.000;3.0;2.0;97.0;97.0;0.0;;Not available;True;True;True;True;False;44.8
1093;Olivais Sul, Lisboa;240.000;2.0;1.0;55.0;55.0;0.0;;Not available;True;True;True;True;False;44.8
1094;Centro, Aveiro;350.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1095;Fonte Nova, Lisboa;197.000;1.0;1.0;36.0;39.0;0.0;0.0;Not available;True;True;True;True;False;44.8
1096;Abraveses, Viseu;160.000;3.0;2.0;131.0;179.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46.9
1097;Olivais Norte, Lisboa;320.000;3.0;1.0;70.0;70.0;0.0;;Not available;True;True;True;True;False;44.8
1098;Olivais, Coimbra;220.000;3.0;2.0;142.0;150.0;0.0;;Not available;True;False;False;True;False;48.3
1099;Santo Tirso, Santo Tirso;153.000;3.0;2.0;101.0;101.0;1.0;1.0;Not available;True;False;False;False;False;49.5
1100;Oliveira do Douro, Porto;187.500;3.0;2.0;101.0;122.0;1.0;1.0;Not available;True;False;True;True;True;47.0
1101;Eiras e São Paulo de Frades, Coimbra;215.000;3.0;2.0;92.0;106.0;2.0;2.0;Energy Performance Certificate;False;False;False;True;False;48.3
1102;Conceição e Cabanas de Tavira, Faro;175.000;0.0;1.0;34.0;34.0;1.0;1.0;Not available;True;False;False;False;True;45.7
1103;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;450.000;3.0;2.0;98.0;119.0;1.0;0.0;Energy Performance Certificate;False;True;True;True;False;44.8
1104;Mafamude e Vilar do Paraíso, Porto;189.000;3.0;2.0;112.0;133.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47.0
1105;Pedra Mourinha, Portimão;270.000;3.0;2.0;105.0;123.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;45.5
1106;Oliveira do Douro, Porto;165.000;3.0;2.0;110.0;148.0;1.0;2.0;Not available;True;False;True;True;True;47.0
1107;Centro, Aveiro;520.000;3.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1108;Centro, Aveiro;335.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1109;Canidelo, Porto;240.000;2.0;2.0;83.0;110.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47.0
1110;Celas, Coimbra;240.000;3.0;2.0;78.0;105.0;1.0;0.0;Not available;True;False;False;True;False;48.3
1111;Águas Santas, Porto;175.000;3.0;2.0;100.0;118.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0
1112;Santa Apolónia, Coimbra;250.000;6.0;3.0;138.0;229.0;6.0;1.0;Not available;True;False;False;True;False;48.3
1113;Baleal, Peniche;395.000;3.0;3.0;152.0;214.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;True;47.9
1114;Centro, Aveiro;375.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1115;Centro, Aveiro;355.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1116;Centro, Aveiro;335.000;2.0;1.0;;;0.0;;Not available;True;False;False;False;True;45.5
1117;Cacém e São Marcos, Lisboa;249.000;3.0;2.0;89.0;95.0;1.0;7.0;Energy Performance Certificate;False;True;True;True;False;44.8
1118;Canidelo, Porto;265.000;3.0;2.0;106.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0
1119;Areia Branca, Lourinhã;792.000;4.0;3.0;107.0;176.0;1.0;0.0;Not available;True;False;False;False;False;47.1
1121;Alto dos Barronhos, Oeiras;Under Consultation;3.0;2.0;85.0;92.0;0.0;;Not available;True;False;False;False;False;46.5
1122;Sé, Santa Maria e Meixedo, Bragança;230.000;5.0;5.0;206.0;110.0;2.0;4.0;Not available;False;False;False;True;False;44.4
1123;À Av. Uruguai, Lisboa;338.000;2.0;1.0;65.0;81.0;0.0;;Not available;True;True;True;True;False;44.8
1124;Vila Nova Caparica, Almada;289.000;3.0;2.0;96.0;128.0;0.0;1.0;Energy Performance Certificate;False;False;True;False;False;46.3
1125;Encosta da Barata, Abrantes;Under Consultation;3.0;2.0;111.0;111.0;0.0;;Not available;True;False;False;False;False;53.4
1126;Garajau, Santa Cruz;183.000;1.0;1.0;68.0;82.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;43.7
1127;Alcântara, Lisboa;1.085.000;3.0;3.0;150.0;155.0;0.0;;Not available;True;True;True;True;False;44.8
1128;Moreira, Porto;198.900;1.0;2.0;56.0;59.0;1.0;;Not available;True;False;True;True;True;47.0
1129;Santa Marinha e São Pedro da Afurada, Porto;179.000;0.0;1.0;;;0.0;;Not available;True;False;True;True;True;47.0
1130;Arca d´ Água, Porto;233.000;1.0;1.0;;;0.0;;Not available;True;False;True;True;True;47.0
1131;Valongo, Valongo;230.000;3.0;2.0;90.0;185.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;45.1
1132;Lagos, Lagos;Under Consultation;2.0;1.0;78.0;88.0;0.0;;Not available;True;False;False;False;True;48.7
1133;Algueirão-Mem Martins, Lisboa;190.000;3.0;2.0;70.0;100.0;1.0;3.0;Not available;True;True;True;True;False;44.8
1134;OVAR Centro, Ovar;135.000;2.0;1.0;70.0;73.0;0.0;;Not available;True;False;False;False;False;47.1
1135;Baleal, Peniche;280.000;2.0;1.0;86.0;102.0;0.0;;Not available;True;False;False;False;True;47.9
1136;À Av. Uruguai, Lisboa;399.900;3.0;2.0;85.0;91.0;0.0;;Not available;True;True;True;True;False;44.8
1137;Valongo, Porto;165.000;2.0;1.0;78.0;83.0;1.0;2.0;Not available;True;False;True;True;True;47.0
1138;Montijo e Afonsoeiro, Setúbal;Under Consultation;3.0;2.0;94.0;88.0;0.0;;Not available;True;False;True;True;False;42.6
1139;GAIA Madalena, Vila Nova de Gaia;335.000;3.0;3.0;107.0;107.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;False;46.8
1140;Chinicato, Lagos;Under Consultation;2.0;2.0;98.0;123.0;1.0;2.0;Not available;True;False;False;False;True;48.7
1141;Qta do Marquês, Oeiras;460.000;3.0;2.0;93.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;46.5
1142;Antas, Porto;210.000;2.0;2.0;101.0;129.0;1.0;2.0;Not available;True;False;True;True;True;47.0
1143;Senhora da Hora, Matosinhos;230.000;3.0;2.0;92.0;92.0;0.0;;Not available;True;False;True;False;False;47.5
1144;Ramalde, Porto;189.000;3.0;1.0;85.0;85.0;0.0;0.0;Not available;True;False;True;True;True;47.0
1145;Olivais, Lisboa;249.000;2.0;1.0;72.0;72.0;0.0;;Not available;True;True;True;True;False;44.8
1146;Antas, Porto;590.000;3.0;3.0;165.0;197.0;2.0;1.0;Energy Performance Certificate;False;False;True;True;True;47.0
1147;Miratejo, Seixal;159.000;2.0;1.0;63.0;72.0;0.0;;Not available;True;False;False;False;False;51.2
1148;Bairro das Amendoeiras, Lisboa;250.000;3.0;1.0;92.0;92.0;0.0;;Not available;True;True;True;True;False;44.8
1149;Foz do Douro, Porto;1.050.000;4.0;3.0;192.0;259.0;3.0;2.0;Energy Performance Certificate;False;False;True;True;True;47.0
1150;Rio Tinto - Areosa, Gondomar;139.500;2.0;1.0;80.0;85.0;0.0;;Not available;True;False;True;False;False;47.1
1151;Lamego (Almacave e Sé), Viseu;215.000;4.0;3.0;131.0;165.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;False;51.5
1152;Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;0.0;;Not available;True;False;True;True;False;44.1
1153;Damaia de Cima, Amadora;255.000;2.0;2.0;93.0;98.0;0.0;;Not available;True;False;True;True;False;44.1
1154;Damaia de Cima, Amadora;255.000;3.0;2.0;85.0;90.0;0.0;;Not available;True;False;True;True;False;44.1
1155;Paços de Ferreira, Porto;250.000;3.0;3.0;133.0;148.0;2.0;2.0;Not available;True;False;True;True;True;47.0
1156;Bragaparque, Braga;229.900;3.0;2.0;104.0;106.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;False;44.4
1157;Avenidas Novas, Lisboa;345.000;0.0;1.0;43.0;54.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44.8
1158;Mafamude e Vilar do Paraíso, Porto;263.000;3.0;2.0;85.0;100.0;1.0;1.0;Not available;True;False;True;True;True;47.0
1159;QUINTA DA FÁBRICA DA PÓLVORA, Seixal;352.500;3.0;2.0;107.0;135.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;44.9
1160;Mafamude e Vilar do Paraíso, Porto;495.000;5.0;3.0;218.0;233.0;2.0;1.0;Not available;True;False;True;True;True;47.0
1161;Santo António, Lisboa;1.100.000;4.0;2.0;160.0;180.0;0.0;;Not available;True;True;True;True;False;44.8
1162;Vermoeira, Mafra;284.000;5.0;3.0;144.0;245.0;2.0;1.0;Not available;True;False;False;False;False;43.8
1163;Santa Marinha e São Pedro da Afurada, Porto;690.000;3.0;3.0;222.0;295.0;3.0;10.0;Energy Performance Certificate;False;False;True;True;True;47.0
1164;Vila Nova de Gaia, Vila Nova de Gaia;190.000;1.0;1.0;61.0;90.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;False;46.8
1165;Caniço, Ilha da Madeira;298.000;3.0;2.0;124.0;170.0;2.0;1.0;Not available;True;False;False;False;False;
1166;Peniche, Peniche;149.500;2.0;1.0;65.0;95.0;1.0;1.0;Not available;True;False;False;False;True;47.9
1167;Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;False;43.7
1168;Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;48.3
1169;Caniço de Baixo, Santa Cruz;345.000;2.0;1.0;96.0;118.0;1.0;;Not available;True;False;False;False;False;43.7
1170;Celas, Coimbra;420.000;4.0;2.0;145.0;163.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;48.3
1171;Valongo, Porto;382.000;3.0;3.0;138.0;138.0;2.0;5.0;Energy Performance Certificate;False;False;True;True;True;47.0
1172;Sé, Santa Maria e Meixedo, Bragança;89.000;2.0;1.0;;;0.0;;Not available;True;False;False;True;False;44.4
1173;Avenidas Novas, Lisboa;840.000;3.0;3.0;183.0;183.0;2.0;5.0;Not available;True;True;True;True;False;44.8
1174;Quarteira, Faro;260.000;1.0;1.0;77.0;92.0;1.0;1.0;Not available;True;False;False;False;True;45.7
1175;Portimão, Faro;355.000;2.0;2.0;95.0;140.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45.7
1176;Corujeira, Porto;288.900;1.0;1.0;48.0;56.0;1.0;5.0;Not available;False;False;True;True;True;47.0
1177;Corujeira, Porto;255.900;1.0;1.0;45.0;53.0;1.0;5.0;Not available;False;False;True;True;True;47.0
1178;SJM 4, São João da Madeira;290.000;3.0;3.0;139.0;150.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;47.0
1179;Sé, Santa Maria e Meixedo, Bragança;139.000;3.0;2.0;;;0.0;;Not available;True;False;False;True;False;44.4
1180;Portela, Loures;350.000;3.0;2.0;125.0;125.0;1.0;6.0;Not available;True;False;False;False;False;44.6
1181;Imaculado Coração de Maria, Ilha da Madeira;305.000;1.0;1.0;44.0;52.0;1.0;6.0;Not available;True;False;False;False;False;
1182;Loures, Loures;264.000;2.0;1.0;97.0;97.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;44.6
1183;Lumiar, Lisboa;549.000;3.0;3.0;135.0;135.0;1.0;4.0;Not available;True;True;True;True;False;44.8
1184;Corujeira, Porto;288.000;1.0;1.0;48.0;56.0;1.0;2.0;Not available;False;False;True;True;True;47.0
1185;Madragoa, Lisboa, Lisboa;225.000;1.0;1.0;26.0;26.0;0.0;;Not available;True;True;True;True;False;44.8
1186;Corujeira, Porto;255.255;1.0;1.0;45.0;53.0;1.0;2.0;Not available;False;False;True;True;True;47.0
1187;Campanhã, Porto;394.000;2.0;2.0;71.0;83.0;1.0;2.0;Not available;False;False;True;True;True;47.0
1188;Areeiro, Lisboa;330.000;4.0;2.0;109.0;109.0;0.0;;Not available;True;True;True;True;False;44.8
1189;Corujeira, Porto;402.000;2.0;2.0;66.0;78.0;1.0;2.0;Not available;False;False;True;True;True;47.0
1190;Valpaços e Sanfins, Vila Real;103.000;3.0;2.0;80.0;95.0;0.0;;Not available;True;False;False;False;False;59.8
1191;Corujeira, Porto;272.500;1.0;1.0;48.0;56.0;1.0;1.0;Not available;False;False;True;True;True;47.0
1192;Olivais Sul, Lisboa;550.000;5.0;2.0;165.0;165.0;0.0;;Not available;True;True;True;True;False;44.8
1193;Corujeira, Porto;255.000;1.0;1.0;46.0;53.0;1.0;1.0;Not available;False;False;True;True;True;47.0
1194;Corujeira, Porto;390.000;2.0;2.0;71.0;83.0;1.0;1.0;Not available;False;False;True;True;True;47.0
1195;Recardães e Espinhel, Aveiro;170.000;3.0;2.0;130.0;139.0;0.0;;Not available;True;False;False;False;True;45.5
1196;Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;140.000;3.0;2.0;100.0;100.0;0.0;;Not available;True;False;False;False;False;48.3
1197;Feijó, Almada;199.500;2.0;1.0;75.0;85.0;0.0;;Not available;True;False;True;False;False;46.3
1198;Areeiro, Lisboa;210.000;1.0;1.0;35.0;37.0;0.0;;Not available;True;True;True;True;False;44.8
1199;Casa Branca, Funchal;200.000;1.0;1.0;66.0;73.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;48.0
1200;Monserrate, Viana do Castelo;199.000;3.0;2.0;121.0;121.0;1.0;0.0;Energy Performance Certificate;False;False;False;False;True;48.8
1201;Arcozelo, Braga;Under Consultation;3.0;2.0;104.0;104.0;1.0;4.0;Energy Performance Certificate;False;False;False;True;False;44.4
1202;Monte Verde, Tavira;195.000;1.0;1.0;46.0;63.0;1.0;2.0;Not available;True;False;False;False;True;51.2
1203;Serra de Carnaxide, Oeiras;480.000;3.0;2.0;107.0;115.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;False;46.5
1204;Vila Nova de Famalicão e Calendário, Braga;188.500;3.0;3.0;128.0;128.0;0.0;;Not available;True;False;False;True;False;44.4
1205;Águas Belas, Santarém;107.000;1.0;1.0;53.0;56.0;1.0;;Not available;True;False;False;False;False;48.3
1206;Fundão, Fundão;Under Consultation;2.0;1.0;66.0;86.0;0.0;;Not available;True;False;False;False;False;53.6
1207;S. Miguel, Ovar;105.000;0.0;1.0;32.0;32.0;1.0;0.0;Not available;True;False;False;False;False;47.1
1208;Arca d´ Água, Porto;330.000;3.0;3.0;136.0;145.0;0.0;;Not available;True;False;True;True;True;47.0
1209;Lumiar, Lisboa;298.000;2.0;1.0;114.0;114.0;1.0;9.0;Not available;True;True;True;True;False;44.8
1210;Sesmarias, Portimão;377.500;2.0;2.0;101.0;119.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;True;45.5
1211;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;120.000;2.0;1.0;70.0;70.0;0.0;;Not available;True;False;False;False;False;52.8
1212;Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Braga;175.000;1.0;1.0;47.0;56.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;46.3
1213;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;119.000;2.0;1.0;80.0;80.0;0.0;;Not available;True;False;False;False;False;52.8
1214;Nogueira, Fraião e Lamaçães, Braga;460.000;6.0;3.0;240.0;296.0;2.0;1.0;Not available;True;False;False;True;False;44.4
1215;Caparica, Almada;345.000;3.0;2.0;99.0;102.0;1.0;2.0;Not available;True;False;True;False;False;46.3
1216;Faro (Sé e São Pedro), Faro;210.000;2.0;1.0;70.0;97.0;0.0;;Not available;True;False;False;False;True;45.7
1217;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;410.000;2.0;2.0;120.0;134.0;0.0;;Not available;True;True;True;True;False;44.8
1218;Camarate, Unhos e Apelação, Lisboa;55.000;4.0;2.0;75.0;75.0;0.0;;Not available;True;True;True;True;False;44.8
1219;Real, Ataíde e Oliveira, Porto;169.000;3.0;2.0;123.0;123.0;3.0;2.0;Not available;True;False;True;True;True;47.0
1220;Pinhal Novo, Setúbal;175.800;2.0;1.0;88.0;94.0;0.0;;Not available;True;False;True;True;False;46.6
1221;Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;;Not available;True;False;True;True;True;47.1
1222;Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;159.0;2.0;2.0;Not available;True;False;True;True;True;47.1
1223;Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;True;True;True;47.1
1224;Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;110.0;129.0;2.0;2.0;Not available;True;False;True;True;True;47.1
1225;Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;2.0;Not available;True;False;True;True;True;47.1
1226;Gondomar (São Cosme), Valbom e Jovim, Porto;270.000;2.0;2.0;95.0;112.0;2.0;1.0;Not available;True;False;True;True;True;47.1
1227;Gondomar (São Cosme), Valbom e Jovim, Porto;365.000;4.0;3.0;135.0;159.0;2.0;1.0;Not available;True;False;True;True;True;47.1
1228;Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;2.0;110.0;129.0;2.0;1.0;Not available;True;False;True;True;True;47.1
1229;Gondomar (São Cosme), Valbom e Jovim, Porto;307.500;3.0;3.0;110.0;129.0;2.0;1.0;Not available;True;False;True;True;True;47.1
1230;Gondomar (São Cosme), Valbom e Jovim, Porto;345.000;3.0;3.0;135.0;158.0;2.0;1.0;Not available;True;False;True;True;True;47.1
1231;Gondomar (São Cosme), Valbom e Jovim, Porto;262.500;2.0;2.0;91.0;108.0;2.0;1.0;Not available;True;False;True;True;True;47.1
1232;Gondomar (São Cosme), Valbom e Jovim, Porto;205.000;2.0;3.0;72.0;86.0;2.0;0.0;Not available;True;False;True;True;True;47.1
1233;Gondomar (São Cosme), Valbom e Jovim, Porto;367.500;4.0;3.0;135.0;158.0;2.0;;Not available;True;False;True;True;True;47.1
1234;Gondomar (São Cosme), Valbom e Jovim, Porto;310.000;3.0;3.0;107.0;126.0;2.0;0.0;Not available;True;False;True;True;True;47.1
1235;Gondomar (São Cosme), Valbom e Jovim, Porto;347.500;3.0;3.0;135.0;158.0;2.0;0.0;Not available;True;False;True;True;True;47.1
1236;Gondomar (São Cosme), Valbom e Jovim, Porto;245.000;2.0;2.0;103.0;137.0;2.0;0.0;Not available;True;False;True;True;True;47.1
1237;Santa Marinha e São Pedro da Afurada, Porto;198.000;0.0;1.0;41.0;51.0;1.0;3.0;Not available;True;False;True;True;True;47.0
1238;São Sebastião de Guerreiros, Loures;185.000;2.0;1.0;75.0;94.0;0.0;;Not available;True;False;False;False;False;44.6
1239;Carnaxide, Oeiras;495.000;3.0;2.0;110.0;124.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46.5
1240;Santa Marinha e Afurada, Vila Nova de Gaia;198.000;0.0;1.0;41.0;51.0;1.0;;Not available;True;False;True;True;False;46.8
1241;Campo de Ourique, Lisboa;370.000;1.0;1.0;55.0;77.0;0.0;;Not available;True;True;True;True;False;44.8
1242;Laranjeiras Metro, Lisboa;820.000;4.0;2.0;170.0;190.0;2.0;2.0;Energy Performance Certificate;False;True;True;True;False;44.8
1243;Largo da Paz, Lisboa;260.000;1.0;1.0;44.0;50.0;0.0;;Not available;True;True;True;True;False;44.8
1244;Amial, Porto;190.000;3.0;1.0;93.0;93.0;0.0;;Not available;True;False;True;True;True;47.0
1245;Hospital S. João, Maia;210.000;1.0;1.0;46.0;;0.0;;Not available;True;False;False;False;False;45.5
1246;Portela, Loures;399.000;3.0;2.0;106.0;106.0;1.0;5.0;Energy Performance Certificate;False;False;False;False;False;44.6
1247;Santo Tirso, Santo Tirso;160.000;2.0;1.0;96.0;96.0;2.0;3.0;Not available;False;False;False;False;False;49.5
1248;São Martinho, Ilha da Madeira;750.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;False;False;False;
1249;São Martinho, Ilha da Madeira;720.000;2.0;3.0;107.0;133.0;1.0;1.0;Not available;True;False;False;False;False;
1250;São Martinho, Ilha da Madeira;725.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;False;False;False;
1251;São Martinho, Ilha da Madeira;695.000;2.0;3.0;107.0;133.0;1.0;0.0;Not available;True;False;False;False;False;
